Species,Metabolite,kegg_id,genus,E1_shap_stable,E2_spearman,E3_kegg,E4_glasso,E5_mofa,E6_mediation,E7_within_stage,Evidence_score,Confidence,pathway,rho,abs_rho
Alistipes shahii,C05145_3-Aminoisobutyrate,C05145,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3040664806612035,0.3040664806612035
Anaerostipes caccae,C05629_3-Phenylpropionate,C05629,Anaerostipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3040311011836255,0.3040311011836255
Ruminococcus_C callidus,C02656_Pimelate,C02656,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3038787337620349,0.3038787337620349
Ruminiclostridium_E siraeum,C05135_4-(beta-Acetylaminoethyl)imidazole,C05135,Ruminiclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3034160451784177,0.3034160451784177
Aphodomorpha sp900549955,C00695_Cholate,C00695,Aphodomorpha,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,0.3033961189017858,0.3033961189017858
CAG-103 sp900757655,"C03283_2,4-Diaminobutyrate",C03283,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3033208581837625,0.3033208581837625
CAG-103 sp900543625,C05629_3-Phenylpropionate,C05629,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3031088761858566,0.3031088761858566
Alangreenwoodia gallinarii,"C03283_2,4-Diaminobutyrate",C03283,Alangreenwoodia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3029324083692152,0.3029324083692152
Veillonella parvula_A,C00803_Valerate,C00803,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3027825426378216,0.3027825426378216
Veillonella parvula_A,C06104_Adipate,C06104,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3026373278415184,0.3026373278415184
Avimicrobium caecorum,C00489_Glutarate,C00489,Avimicrobium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3025161138009729,0.3025161138009729
Ruminococcus_D bicirculans,C01672_Cadaverine,C01672,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,-0.3021921649527181,0.3021921649527181
UBA5905 sp900763035,"C03283_2,4-Diaminobutyrate",C03283,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3019207155989803,0.3019207155989803
Alistipes putredinis,C06103_6-Hydroxyhexanoate,C06103,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3018281960820688,0.3018281960820688
Limivicinus faecipullorum,C00408_Pipecolate,C00408,Limivicinus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3014206319699909,0.3014206319699909
Ventricola intestinavium,C02656_Pimelate,C02656,Ventricola,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3011088968949122,0.3011088968949122
ER4 sp900552015,C17714_Heptanoate,C17714,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3010793222000907,0.3010793222000907
Fimimonas sp003537755,"C03283_2,4-Diaminobutyrate",C03283,Fimimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.3010283580582792,0.3010283580582792
Lachnospira sp003537285,C01046_N-Methylglutamate,C01046,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3009134656119585,0.3009134656119585
ER4 sp000765235,C00576_Betaine aldehyde,C00576,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.3006409350610426,0.3006409350610426
UBA5905 sp900763035,C00695_Cholate,C00695,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,0.3005906718310482,0.3005906718310482
Erysipelatoclostridium ramosum,C00055_CMP,C00055,Erysipelatoclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Nucleotide,-0.300418234234855,0.300418234234855
Alistipes shahii,2-Hydroxypentanoate,2-Hydroxypentanoate,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2998883763978396,0.2998883763978396
Alistipes shahii,C00489_Glutarate,C00489,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2990610023901444,0.2990610023901444
Scatavimonas sp900540275,C00695_Cholate,C00695,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,0.2989909236549621,0.2989909236549621
Veillonella atypica,C00803_Valerate,C00803,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2989015013078764,0.2989015013078764
ER4 sp900552015,C00576_Betaine aldehyde,C00576,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2985336844185479,0.2985336844185479
Alistipes onderdonkii,C17714_Heptanoate,C17714,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2982999875026956,0.2982999875026956
Escherichia sp002965065,C00152_Asn,C00152,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2976469555131405,0.2976469555131405
Clostridium_A leptum,C00803_Valerate,C00803,Clostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2973423928301432,0.2973423928301432
Acetatifactor sp003447295,C06103_6-Hydroxyhexanoate,C06103,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2969726134758489,0.2969726134758489
CAG-103 sp900543625,C00576_Betaine aldehyde,C00576,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2969181351662605,0.2969181351662605
Erysipelatoclostridium ramosum,"C03283_2,4-Diaminobutyrate",C03283,Erysipelatoclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2968741709103225,0.2968741709103225
Barnesiella intestinihominis,C00803_Valerate,C00803,Barnesiella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2967607966861975,0.2967607966861975
CAG-103 sp000432375,"C03283_2,4-Diaminobutyrate",C03283,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2965533587529478,0.2965533587529478
ER4 sp900552015,C00364_dTMP,C00364,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2963236395966339,0.2963236395966339
Faecivivens stercoravium,C00300_Creatine,C00300,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2959716715308931,0.2959716715308931
Lachnospira sp003451515,C00364_dTMP,C00364,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2959627622870923,0.2959627622870923
Acetatifactor intestinalis,C06103_6-Hydroxyhexanoate,C06103,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2953923806887069,0.2953923806887069
Clostridium_A leptum,C01042_N-Acetylaspartate,C01042,Clostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2951782383699456,0.2951782383699456
Lachnospira eligens,C00364_dTMP,C00364,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2949974549752186,0.2949974549752186
ER4 sp900552015,C00398_Tryptamine,C00398,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Indole / Tryptophan,-0.2949856722324474,0.2949856722324474
ER4 sp900552015,C00785_Urocanate,C00785,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.294713469386317,0.294713469386317
Bifidobacterium pseudocatenulatum,C02918_1-Methylnicotinamide,C02918,Bifidobacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2945006779214733,0.2945006779214733
Alangreenwoodia gallinarii,C00576_Betaine aldehyde,C00576,Alangreenwoodia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2943404365814998,0.2943404365814998
Acetatifactor sp003447295,C00483_Tyramine,C00483,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2943382397078412,0.2943382397078412
ER4 sp900552015,C06104_Adipate,C06104,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2939314641571126,0.2939314641571126
Faecivivens stercoravium,C00408_Pipecolate,C00408,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2939032461844079,0.2939032461844079
Alangreenwoodia gallinarii,C01672_Cadaverine,C01672,Alangreenwoodia,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.293721110021397,0.293721110021397
CAG-170 sp000432135,C01585_Hexanoate,C01585,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2933322515166406,0.2933322515166406
Alistipes shahii,C00364_dTMP,C00364,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2932236561182915,0.2932236561182915
Ruminococcus_E bromii_B,C00055_CMP,C00055,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Nucleotide,0.2932194758981593,0.2932194758981593
ER4 sp000765235,C06103_6-Hydroxyhexanoate,C06103,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2932173347241438,0.2932173347241438
Alangreenwoodia gallinarii,C01046_N-Methylglutamate,C01046,Alangreenwoodia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2927270272949379,0.2927270272949379
Fusobacterium_A mortiferum,C00079_Phe,C00079,Fusobacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2926174924564836,0.2926174924564836
Scatomorpha intestinavium,C01046_N-Methylglutamate,C01046,Scatomorpha,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2921569190605356,0.2921569190605356
Sutterella wadsworthensis,C01672_Cadaverine,C01672,Sutterella,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.2914892170287613,0.2914892170287613
Lachnospira eligens,C00630_Isobutyryl CoA,C00630,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2912678145690426,0.2912678145690426
CAG-170 sp000432135,C05145_3-Aminoisobutyrate,C05145,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2912388999409679,0.2912388999409679
CAG-41 sp900066215,C00398_Tryptamine,C00398,CAG-41,False,True,False,False,False,False,False,1,Low-Medium (1),Indole / Tryptophan,-0.2911260170883168,0.2911260170883168
ER4 sp000765235,C00398_Tryptamine,C00398,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Indole / Tryptophan,-0.2910995938808711,0.2910995938808711
Acetatifactor intestinalis,C17714_Heptanoate,C17714,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2907575561202121,0.2907575561202121
Acetatifactor intestinalis,C01585_Hexanoate,C01585,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2907473797657705,0.2907473797657705
Acetatifactor sp003447295,C01585_Hexanoate,C01585,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2901779899606483,0.2901779899606483
Gemmiger sp900540595,C00483_Tyramine,C00483,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2901352376373584,0.2901352376373584
Escherichia coli,C06104_Adipate,C06104,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2900870349426888,0.2900870349426888
Scatomorpha stercorigallinarum,C00489_Glutarate,C00489,Scatomorpha,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2900599058302636,0.2900599058302636
Alistipes putredinis,C01585_Hexanoate,C01585,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2896416290723427,0.2896416290723427
ER4 sp000765235,C05122_Taurocholate,C05122,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.2895050069420142,0.2895050069420142
Scatavimonas merdipullorum,C00847_4-Pyridoxate,C00847,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2894208719097319,0.2894208719097319
ER4 sp000765235,C08262_Isovalerate,C08262,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2894208681836224,0.2894208681836224
Faecousia sp000434635,C00364_dTMP,C00364,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2892858858417535,0.2892858858417535
UBA5905 sp900763035,C00847_4-Pyridoxate,C00847,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2892469673326524,0.2892469673326524
Acetatifactor sp003447295,C17714_Heptanoate,C17714,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2886673826924666,0.2886673826924666
Acetatifactor sp003447295,C00489_Glutarate,C00489,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2880600770061904,0.2880600770061904
CAG-103 sp900543625,C05145_3-Aminoisobutyrate,C05145,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2879673111094025,0.2879673111094025
ER4 sp900552015,C01585_Hexanoate,C01585,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2874429084402554,0.2874429084402554
Alistipes shahii,C00296_Quinate,C00296,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2871056260046599,0.2871056260046599
Acetatifactor intestinalis,C05145_3-Aminoisobutyrate,C05145,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2870312995211248,0.2870312995211248
CAG-127 sp900319515,C00364_dTMP,C00364,CAG-127,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2866751618117232,0.2866751618117232
UBA1685 sp900546845,C00803_Valerate,C00803,UBA1685,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2866242221151604,0.2866242221151604
Faecousia sp003525905,C00055_CMP,C00055,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Nucleotide,0.2866238571615777,0.2866238571615777
Alistipes shahii,C00300_Creatine,C00300,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2865555588345138,0.2865555588345138
Lachnospira eligens_A,C00055_CMP,C00055,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Nucleotide,0.2864868583095518,0.2864868583095518
Lachnospira sp003537285,C00364_dTMP,C00364,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2864601863511646,0.2864601863511646
UBA5905 sp900763035,C00364_dTMP,C00364,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2861587611729999,0.2861587611729999
Avimicrobium caecorum,C06104_Adipate,C06104,Avimicrobium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2861311688349702,0.2861311688349702
Acetatifactor intestinalis,C00489_Glutarate,C00489,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2856314467410228,0.2856314467410228
ER4 sp000765235,C00785_Urocanate,C00785,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2851785804555454,0.2851785804555454
ER4 sp900552015,C06103_6-Hydroxyhexanoate,C06103,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2851679701126497,0.2851679701126497
Alistipes shahii,C00576_Betaine aldehyde,C00576,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2850633065551646,0.2850633065551646
Faecousia sp003525905,C00803_Valerate,C00803,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2846605812084161,0.2846605812084161
Clostridium_A leptum,C00408_Pipecolate,C00408,Clostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2845093860338021,0.2845093860338021
Acetatifactor intestinalis,C00483_Tyramine,C00483,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2836305505461808,0.2836305505461808
Faecousia sp003525905,C00785_Urocanate,C00785,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2833566738051741,0.2833566738051741
Fusobacterium sp000235465,C00408_Pipecolate,C00408,Fusobacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2832048866742042,0.2832048866742042
Acetatifactor sp003447295,C05145_3-Aminoisobutyrate,C05145,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2827735812669293,0.2827735812669293
UBA1685 sp900546845,C06103_6-Hydroxyhexanoate,C06103,UBA1685,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2826817314500008,0.2826817314500008
Erysipelatoclostridium ramosum,C01042_N-Acetylaspartate,C01042,Erysipelatoclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2826548237433647,0.2826548237433647
Clostridium_A leptum,C05122_Taurocholate,C05122,Clostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.282604392208134,0.282604392208134
Ruminococcus_D bicirculans,C00055_CMP,C00055,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Nucleotide,0.2823108346020948,0.2823108346020948
Ruminiclostridium_E sp910579265,C01672_Cadaverine,C01672,Ruminiclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.2816599556938661,0.2816599556938661
Alistipes shahii,C00055_CMP,C00055,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Nucleotide,0.2814457600899311,0.2814457600899311
ER4 sp000765235,C05145_3-Aminoisobutyrate,C05145,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2810356843290132,0.2810356843290132
Faecousia sp000434635,C01585_Hexanoate,C01585,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2810286927944574,0.2810286927944574
Avispirillum faecium,C17714_Heptanoate,C17714,Avispirillum,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2809893880179328,0.2809893880179328
Faecousia sp017548065,C17714_Heptanoate,C17714,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2805768103293095,0.2805768103293095
Alistipes putredinis,C17714_Heptanoate,C17714,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2801141144320785,0.2801141144320785
Erysipelatoclostridium ramosum,C02571_o-Acetylcarnitine,C02571,Erysipelatoclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2798510366916968,0.2798510366916968
Aphodomorpha sp900549955,C01046_N-Methylglutamate,C01046,Aphodomorpha,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2797467972699029,0.2797467972699029
ER4 sp000765235,C00300_Creatine,C00300,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2797360932294251,0.2797360932294251
Faecousia sp000434635,C01046_N-Methylglutamate,C01046,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2797219537624592,0.2797219537624592
CAG-103 sp900757655,C00055_CMP,C00055,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Nucleotide,0.2797125953676031,0.2797125953676031
Alistipes onderdonkii,C06103_6-Hydroxyhexanoate,C06103,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2794618132790361,0.2794618132790361
CAG-103 sp900543625,C00803_Valerate,C00803,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2789932498946334,0.2789932498946334
Acetatifactor intestinalis,C01672_Cadaverine,C01672,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,-0.2788596781648224,0.2788596781648224
Ruminococcus_E bromii_B,C00364_dTMP,C00364,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2785734446718871,0.2785734446718871
Scatomorpha intestinavium,C00408_Pipecolate,C00408,Scatomorpha,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2784649471803412,0.2784649471803412
Scatomorpha intestinavium,C00803_Valerate,C00803,Scatomorpha,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2782199424291648,0.2782199424291648
Ruminococcus_C callidus,C00364_dTMP,C00364,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2779774873162971,0.2779774873162971
Anaerostipes caccae,C00364_dTMP,C00364,Anaerostipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2776433203846205,0.2776433203846205
UBA5905 sp900763035,C00334_GABA,C00334,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2772932260860624,0.2772932260860624
Avispirillum faecium,C01046_N-Methylglutamate,C01046,Avispirillum,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2765540475531608,0.2765540475531608
Alangreenwoodia gallinarii,C06104_Adipate,C06104,Alangreenwoodia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.275893191472006,0.275893191472006
Scatavimonas merdipullorum,C06103_6-Hydroxyhexanoate,C06103,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2754453164757306,0.2754453164757306
Faecalibacterium sp900539945,C00630_Isobutyryl CoA,C00630,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2750785785046206,0.2750785785046206
Lachnospira eligens_A,C01046_N-Methylglutamate,C01046,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2750324186232548,0.2750324186232548
Lachnospira eligens_A,C00364_dTMP,C00364,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2750272829998536,0.2750272829998536
Ruminococcus_E bromii,C00055_CMP,C00055,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Nucleotide,0.2747957151846725,0.2747957151846725
Acetatifactor intestinalis,C06104_Adipate,C06104,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2744111956745814,0.2744111956745814
Acetatifactor sp003447295,C06104_Adipate,C06104,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2744025794199452,0.2744025794199452
Veillonella atypica,C01921_Glycocholate,C01921,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2743162872373783,0.2743162872373783
Gemmiger qucibialis,C00364_dTMP,C00364,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.274171114866353,0.274171114866353
Alectryocaccomicrobium faecavium,C00408_Pipecolate,C00408,Alectryocaccomicrobium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2741515117703627,0.2741515117703627
UBA1206 sp000433115,C06103_6-Hydroxyhexanoate,C06103,UBA1206,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2740794864104355,0.2740794864104355
CAG-488 sp900539465,C01046_N-Methylglutamate,C01046,CAG-488,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2740590701061821,0.2740590701061821
ER4 sp000765235,C10172_Proline betaine,C10172,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2738544676448889,0.2738544676448889
UBA5905 sp900763035,C00408_Pipecolate,C00408,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.273832423529827,0.273832423529827
Scatavimonas merdipullorum,C01046_N-Methylglutamate,C01046,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2738212617343508,0.2738212617343508
Lachnospira sp003537285,2-Hydroxypentanoate,2-Hydroxypentanoate,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2737480902432846,0.2737480902432846
Alistipes_A ihumii,C01585_Hexanoate,C01585,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2733611015574598,0.2733611015574598
Faecalibacterium prausnitzii_D,C00630_Isobutyryl CoA,C00630,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2731888889018199,0.2731888889018199
Fusobacterium sp000235465,C00300_Creatine,C00300,Fusobacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2731204016660653,0.2731204016660653
Avimicrobium caecorum,C00803_Valerate,C00803,Avimicrobium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2728741404403931,0.2728741404403931
Ruminococcus_C callidus,C00055_CMP,C00055,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Nucleotide,0.2727993231082947,0.2727993231082947
CAG-170 sp000432135,C06104_Adipate,C06104,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2727719532300464,0.2727719532300464
UBA1829 sp900548385,C00357_N-Acetylglucosamine 6-phosphate,C00357,UBA1829,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2725493079429814,0.2725493079429814
Barnesiella intestinihominis,C06104_Adipate,C06104,Barnesiella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.272392981630298,0.272392981630298
Faecousia sp017548065,3-Indoxyl sulfate,3-Indoxyl sulfate,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2721506053909974,0.2721506053909974
Faecivivens stercoravium,C00334_GABA,C00334,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2715849684559529,0.2715849684559529
Faecousia sp003525905,C01046_N-Methylglutamate,C01046,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2710712434248284,0.2710712434248284
Alistipes onderdonkii,C07151_Metformin,C07151,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2710400948577387,0.2710400948577387
Avimicrobium caecorum,2-Hydroxypentanoate,2-Hydroxypentanoate,Avimicrobium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2709756661126478,0.2709756661126478
Klebsiella quasipneumoniae,"C00986_1,3-Diaminopropane",C00986,Klebsiella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2708032796118589,0.2708032796118589
Acetatifactor sp003447295,C00847_4-Pyridoxate,C00847,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2707747398648819,0.2707747398648819
Lachnospira sp003451515,C05145_3-Aminoisobutyrate,C05145,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2706740733838473,0.2706740733838473
Faecousia sp000434635,C05135_4-(beta-Acetylaminoethyl)imidazole,C05135,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2699693771613924,0.2699693771613924
Faecivivens stercoravium,C00803_Valerate,C00803,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2698038872163041,0.2698038872163041
Ruminococcus_D bicirculans,C00483_Tyramine,C00483,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2697848266283297,0.2697848266283297
UMGS693 sp900544555,C06103_6-Hydroxyhexanoate,C06103,UMGS693,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2695372505818914,0.2695372505818914
CAG-103 sp900757655,C00242_Guanine,C00242,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2694548164485814,0.2694548164485814
Faecalibacterium prausnitzii,C00630_Isobutyryl CoA,C00630,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2693616894486518,0.2693616894486518
Gemmiger qucibialis,C06104_Adipate,C06104,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2692678660737521,0.2692678660737521
Clostridium_A leptum,C10172_Proline betaine,C10172,Clostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2687839475801837,0.2687839475801837
Alistipes putredinis,C00482_Sinapate,C00482,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2687008439490305,0.2687008439490305
CAG-103 sp900543625,C01046_N-Methylglutamate,C01046,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2686713318849465,0.2686713318849465
Lachnospira sp003451515,C01046_N-Methylglutamate,C01046,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2686591255373585,0.2686591255373585
Alistipes shahii,C01585_Hexanoate,C01585,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2686263345297966,0.2686263345297966
Escherichia fergusonii,C00152_Asn,C00152,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2683798908193339,0.2683798908193339
