Species,Metabolite,E1_shap_stable,E2_spearman,E3_kegg,E4_glasso,E5_mofa,E6_mediation,E7_within_stage,Evidence_score,Confidence
Eubacterium_R sp002361935,C05123_Isethionate,False,False,False,False,False,False,False,0,Insufficient (0)
Veillonella parvula_A,C01015_Hydroxyproline,False,False,False,False,False,False,False,0,Insufficient (0)
Scatavimonas merdipullorum,"C00986_1,3-Diaminopropane",False,False,False,False,False,False,False,0,Insufficient (0)
Sediminibacterium sp902168225,C00299_Uridine,False,False,False,False,True,False,False,1,Low-Medium (1)
Aminipila sp004103735,C01959_Taurocyamine,False,False,False,False,False,False,False,0,Insufficient (0)
UBA3839 sp002393575,C00186_Lactate,True,False,False,False,False,False,False,1,Low-Medium (1)
Holdemanella sp900556915,C05123_Isethionate,False,False,False,False,False,False,False,0,Insufficient (0)
Ruminococcus_E bromii,C01104_Trimethylamine N-oxide,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp003525905,_DCA,False,False,False,False,False,False,False,0,Insufficient (0)
Bacillus_T coahuilensis,C01425_Glu-Glu,False,False,False,False,False,False,False,0,Insufficient (0)
Oribacterium sp900318695,C00440_5-Methyltetrahydrofolate,False,False,False,False,False,False,False,0,Insufficient (0)
Agathobacter rectalis,C05607_3-Phenyllactate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900557255,C05598_Phenaceturate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp002251385,C05123_Isethionate,False,False,False,False,False,False,False,0,Insufficient (0)
Spyradocola merdavium,C00493_Shikimate,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes shahii,C09815_Benzamide,True,False,False,False,False,False,False,1,Low-Medium (1)
Alistipes_A ihumii,"C04259_N-alpha,N-alpha-Dimethylhistidine",False,False,False,False,False,False,False,0,Insufficient (0)
CAG-488 sp900539465,"C00986_1,3-Diaminopropane",False,False,False,False,False,False,False,0,Insufficient (0)
Agathobacter sp900317585,C00178_Thymine,False,False,False,False,False,False,False,0,Insufficient (0)
UBA5884 sp002431975,C01551_Allantoin,False,False,False,False,False,False,False,0,Insufficient (0)
Alangreenwoodia gallinarii,C00493_Shikimate,False,False,False,False,False,False,False,0,Insufficient (0)
Scatomorpha intestinavium,"C04259_N-alpha,N-alpha-Dimethylhistidine",False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900546535,C05127_1-Methylhistamine,False,False,False,False,False,False,False,0,Insufficient (0)
Copromonas sp000435795,C00588_Phosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
Aphodomorpha sp900549955,C00346_Ethanolamine phosphate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella copri_A,2-Hydroxyoctanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Clostridium butyricum,C01551_Allantoin,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp015074785,C05127_1-Methylhistamine,False,False,False,False,False,False,False,0,Insufficient (0)
RUG11247 sp902767315,C02679_Dodecanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Pyramidobacter sp002007215,C00879_Mucate,False,False,False,False,False,False,False,0,Insufficient (0)
Ruminococcus_E bromii,C01586_Hippurate,False,False,False,False,False,False,False,0,Insufficient (0)
Erwinia mallotivora,"C00986_1,3-Diaminopropane",False,False,False,False,False,False,False,0,Insufficient (0)
Acutalibacter sp910580045,"C00986_1,3-Diaminopropane",False,False,True,False,False,False,False,1,Low-Medium (1)
CAG-41 sp900066215,C01551_Allantoin,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp003525905,C01959_Taurocyamine,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-103 sp900757655,C01425_Glu-Glu,False,False,False,False,False,False,False,0,Insufficient (0)
Collinsella sp900548365,C06524_Nornicotine,False,False,False,False,False,False,False,0,Insufficient (0)
ER4 sp000765235,C00191_Glucuronate,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS902 sp003343845,C01959_Taurocyamine,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp002439605,C05123_Isethionate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecalibacterium prausnitzii_D,C00191_Glucuronate,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp003451515,C00296_Quinate,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS902 sp003343845,C00417_cis-Aconitate,False,False,False,False,False,False,False,0,Insufficient (0)
Fusobacterium sp000235465,C00253_Nicotinate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp002440225,C05582_Homovanillate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900556395,C05127_1-Methylhistamine,False,False,False,False,False,False,False,0,Insufficient (0)
Alangreenwoodia gallinarii,"C00986_1,3-Diaminopropane",False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira eligens,C00296_Quinate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-103 sp900757655,C00191_Glucuronate,True,False,False,False,False,False,False,1,Low-Medium (1)
Slackia_A equolifaciens,C00178_Thymine,False,False,False,False,False,False,False,0,Insufficient (0)
UBA5905 sp900763035,C02378_6-Aminohexanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Veillonella atypica,C00931_Porphobilinogen,False,False,False,False,False,False,False,0,Insufficient (0)
Copromorpha sp905193765,C05341_beta-Ala-Lys,False,False,False,False,False,False,False,0,Insufficient (0)
Limivicinus faecipullorum,C02835_Imidazole-4-acetate,False,False,False,False,False,False,False,0,Insufficient (0)
Fusobacterium_A mortiferum,C04677_AICAR,False,False,False,False,False,False,False,0,Insufficient (0)
Paraclostridium tenue,C00637_Indole-3-acetaldehyde,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900771975,C01104_Trimethylamine N-oxide,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-873 sp910578035,C02614_Citramalate,False,False,False,False,False,False,False,0,Insufficient (0)
Protoclostridium sp900761765,C00493_Shikimate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-1427 sp900542265,C00879_Mucate,True,False,False,False,False,False,False,1,Low-Medium (1)
UBA3818 sp904397845,C07151_Metformin,False,False,False,False,False,False,False,0,Insufficient (0)
Neisseria flavescens_C,C00366_Urate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp000434975,C03795_N6-Methyl-2'-deoxyadenosine,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-1427 sp900554685,C01586_Hippurate,False,False,False,False,False,False,False,0,Insufficient (0)
Sediminibacterium sp902168225,C00178_Thymine,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp017548065,C00311_Isocitrate,False,False,False,False,False,False,False,0,Insufficient (0)
Ruminiclostridium_E sp003512525,C09815_Benzamide,True,False,False,False,False,False,False,1,Low-Medium (1)
Faecalibacterium prausnitzii_G,C02037_Gly-Gly,False,False,False,False,False,False,False,0,Insufficient (0)
Avispirillum faecium,C01104_Trimethylamine N-oxide,False,False,False,False,False,False,False,0,Insufficient (0)
Cellulosilyticum ruminicola,C01118_o-Succinylhomoserine,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900551985,C05127_1-Methylhistamine,False,False,False,False,False,False,False,0,Insufficient (0)
Escherichia fergusonii,C00214_Thymidine,False,False,False,False,False,False,False,0,Insufficient (0)
Fimenecus sp002437245,N-Acetylvaline,False,False,False,False,False,False,False,0,Insufficient (0)
Acetatifactor sp003447295,C00262_Hypoxanthine,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp002265625,C00383_Malonate,False,False,False,False,False,False,False,0,Insufficient (0)
Cupidesulfovibrio vulgaris_A,C00670_Glycerophosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
Parolsenella sp900552935,C00357_N-Acetylglucosamine 6-phosphate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-274 sp000432155,C00163_Propionate,False,False,False,False,False,False,False,0,Insufficient (0)
Flemingibacterium sp900546315,C00711_Malate,False,False,False,False,False,False,False,0,Insufficient (0)
Alloprevotella sp900540885,C02230_3-Methylguanine,False,False,False,False,False,False,False,0,Insufficient (0)
Actinomyces israelii,C00493_Shikimate,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes avistercoris,C01104_Trimethylamine N-oxide,True,False,False,False,False,False,False,1,Low-Medium (1)
Prevotella sp000436035,C00024_Acetyl CoA,False,False,False,False,False,False,False,0,Insufficient (0)
Ruminiclostridium_E sp003512525,C01959_Taurocyamine,False,False,False,False,False,False,False,0,Insufficient (0)
Scatomorpha stercorigallinarum,C02835_Imidazole-4-acetate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA5884 sp002431975,C02230_3-Methylguanine,False,False,False,False,False,False,False,0,Insufficient (0)
Avimicrobium caecorum,C00378_Thiamine,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-302 sp001916775,C00214_Thymidine,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-127 sp900319515,C01425_Glu-Glu,False,False,False,False,False,False,False,0,Insufficient (0)
UBA11524 sp000437595,C02378_6-Aminohexanoate,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS902 sp900761025,C01004_Trigonelline,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes shahii,C00386_Carnosine,False,False,False,False,False,False,False,0,Insufficient (0)
Ventricola intestinavium,C01879_5-Oxoproline,False,False,False,False,False,False,False,0,Insufficient (0)
Faecalibacterium prausnitzii,C00191_Glucuronate,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS2070 sp905203455,C01425_Glu-Glu,False,False,False,False,False,False,False,0,Insufficient (0)
Actinomyces sp900323545,C03570_Mannosamine,False,False,False,False,True,False,False,1,Low-Medium (1)
Scatavimonas merdipullorum,C00214_Thymidine,False,False,False,False,False,False,False,0,Insufficient (0)
Faecalibacterium prausnitzii_D,C05341_beta-Ala-Lys,False,False,False,False,False,False,False,0,Insufficient (0)
Lactobacillus amylolyticus,C00493_Shikimate,False,False,False,False,False,False,False,0,Insufficient (0)
Escherichia coli,C00581_Guanidinoacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Paraclostridium tenue,C00186_Lactate,False,False,False,False,False,False,False,0,Insufficient (0)
Bifidobacterium adolescentis,C01425_Glu-Glu,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira rogosae_A,C00191_Glucuronate,False,False,False,False,False,False,False,0,Insufficient (0)
Aphodomorpha sp900549955,C01551_Allantoin,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-83 sp000435555,C01744_3-(4-Hydroxyphenyl)propionate,False,False,False,False,False,False,False,0,Insufficient (0)
SIG291 sp015057605,C00931_Porphobilinogen,False,False,False,False,False,False,False,0,Insufficient (0)
Roseburia inulinivorans,C05582_Homovanillate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900556395,C02918_1-Methylnicotinamide,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-103 sp000432375,C00296_Quinate,False,False,False,False,False,False,False,0,Insufficient (0)
Copromorpha sp905193765,C07151_Metformin,True,False,False,False,False,False,False,1,Low-Medium (1)
UBA5884 sp002431975,C00879_Mucate,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes shahii,C00879_Mucate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp000434635,C02835_Imidazole-4-acetate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900550035,C01104_Trimethylamine N-oxide,False,False,False,False,False,False,False,0,Insufficient (0)
Cupidesulfovibrio vulgaris_A,C02230_3-Methylguanine,False,False,False,False,False,False,False,0,Insufficient (0)
Escherichia coli_E,C01425_Glu-Glu,False,False,False,False,False,False,False,0,Insufficient (0)
Veillonella parvula_A,C02679_Dodecanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes putredinis,C01551_Allantoin,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-488 sp900539465,C00386_Carnosine,False,False,False,False,False,False,False,0,Insufficient (0)
Eubacterium_F sp003491505,C01551_Allantoin,True,False,False,False,False,False,False,1,Low-Medium (1)
CAIFEB01 sp903789375,C01008_Trimethylsulfonium,False,False,False,False,False,False,False,0,Insufficient (0)
UBA11540 sp003445125,C01015_Hydroxyproline,False,False,False,False,False,False,False,0,Insufficient (0)
Tractidigestivibacter sp004557505,C00670_Glycerophosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
Streptobacillus hongkongensis,C00440_5-Methyltetrahydrofolate,False,False,False,False,False,False,False,0,Insufficient (0)
Holdemanella biformis,C05660_5-Methoxyindoleacetate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA5905 sp900763035,C02679_Dodecanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Alangreenwoodia gallinarii,C00122_Fumarate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecivivens stercoripullorum,C00386_Carnosine,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp003525905,C00346_Ethanolamine phosphate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900552515,C05607_3-Phenyllactate,False,False,False,False,False,False,False,0,Insufficient (0)
Carnobacterium maltaromaticum,C00711_Malate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp017548065,C02378_6-Aminohexanoate,False,False,False,False,False,False,False,0,Insufficient (0)
SIG291 sp015057605,C01586_Hippurate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecalibacterium prausnitzii_C,C01425_Glu-Glu,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900552515,C00311_Isocitrate,False,False,False,False,False,False,False,0,Insufficient (0)
Desulfovibrio piger,C00093_Glycerophosphate,False,False,False,False,False,False,False,0,Insufficient (0)
Acetatifactor sp003447295,C04677_AICAR,False,False,False,False,False,False,False,0,Insufficient (0)
RGIG8773 sp018110825,C02378_6-Aminohexanoate,True,False,False,False,False,False,False,1,Low-Medium (1)
UBA7173 sp900545955,C01118_o-Succinylhomoserine,False,False,False,False,False,False,False,0,Insufficient (0)
Gemmiger qucibialis,C01586_Hippurate,False,False,False,False,False,False,False,0,Insufficient (0)
Johnsonella sp905373785,C00493_Shikimate,False,False,False,False,False,False,False,0,Insufficient (0)
Gemmiger qucibialis,C00931_Porphobilinogen,False,False,False,False,False,False,False,0,Insufficient (0)
Alkalihalobacillus_A sp007293315,C00122_Fumarate,True,False,False,False,False,False,False,1,Low-Medium (1)
Alistipes shahii,C00931_Porphobilinogen,False,False,False,False,False,False,False,0,Insufficient (0)
Pyramidobacter sp002007215,C00637_Indole-3-acetaldehyde,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp000436475,C00270_N-Acetylneuraminate,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes_A ihumii,C06423_Octanoate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-274 sp000432155,C00329_Glucosamine,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp017548065,C00346_Ethanolamine phosphate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-103 sp000432375,C00378_Thiamine,False,False,False,True,False,False,False,1,Low-Medium (1)
Campylobacter_B sp900539505,C00642_p-Hydroxyphenylacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Holdemanella sp900754615,C00024_Acetyl CoA,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes_A indistinctus,C00092_G6P,True,False,False,False,False,False,False,1,Low-Medium (1)
Oribacterium sp900318695,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp003537285,C00378_Thiamine,False,False,False,False,False,False,False,0,Insufficient (0)
UBA11540 sp003445125,C04677_AICAR,False,False,False,False,False,False,False,0,Insufficient (0)
RUG705 sp905188025,C02115_Alpha-Methylserine,False,False,False,False,False,False,False,0,Insufficient (0)
Collinsella ihuae,C00879_Mucate,True,False,False,False,False,False,False,1,Low-Medium (1)
Lachnospira sp003451515,C00378_Thiamine,False,False,False,False,False,False,False,0,Insufficient (0)
CAIFEB01 sp903789375,C00879_Mucate,True,False,False,False,False,False,False,1,Low-Medium (1)
UMGS687 sp900545735,C03570_Mannosamine,False,False,False,False,True,False,False,1,Low-Medium (1)
Dysgonomonas mossii,C00214_Thymidine,False,False,False,False,False,False,False,0,Insufficient (0)
CCUG-7971 spG000499525,C04137_Octopine,False,False,False,False,False,False,False,0,Insufficient (0)
Avimicrobium caecorum,C00186_Lactate,False,False,False,False,False,False,False,0,Insufficient (0)
Centipeda sp001717585,C00366_Urate,False,False,False,False,False,False,False,0,Insufficient (0)
Veillonella parvula_A,C00346_Ethanolamine phosphate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900544825,2-Hydroxyoctanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira eligens_A,C00378_Thiamine,False,False,False,False,False,False,False,0,Insufficient (0)
Acetatifactor intestinalis,C00346_Ethanolamine phosphate,False,False,False,False,False,False,False,0,Insufficient (0)
Galloscillospira_B excrementipullorum,C00581_Guanidinoacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Scatavimonas merdipullorum,C02679_Dodecanoate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA5905 sp900763035,C05660_5-Methoxyindoleacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Fusobacterium_A mortiferum,C00042_Succinate,False,False,False,False,False,False,False,0,Insufficient (0)
Roseburia intestinalis,C00024_Acetyl CoA,True,False,False,False,False,False,False,1,Low-Medium (1)
Bilophila wadsworthia,C02115_Alpha-Methylserine,False,False,False,False,False,False,False,0,Insufficient (0)
Phascolarctobacterium_A sp900753045,C03570_Mannosamine,False,False,False,False,False,False,False,0,Insufficient (0)
ER4 sp900552015,C00386_Carnosine,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes putredinis,C00163_Propionate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp003525905,C02378_6-Aminohexanoate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-488 sp003486665,C00637_Indole-3-acetaldehyde,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp000434635,C01879_5-Oxoproline,False,False,False,False,False,False,False,0,Insufficient (0)
Ruminococcus_D bicirculans,C00378_Thiamine,False,False,False,False,False,False,False,0,Insufficient (0)
UBA10677 sp900543755,C00383_Malonate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecivicinus avistercoris,C02735_Phenylethanolamine,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-488 sp003486665,C00386_Carnosine,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella multisaccharivorax,C00311_Isocitrate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900290275,C05584_4-Hydroxy-3-methoxymandelate,False,False,False,False,False,False,False,0,Insufficient (0)
Phascolarctobacterium_A succinatutens_A,C00163_Propionate,False,False,False,False,False,False,False,0,Insufficient (0)
Clostridium disporicum,C00449_Saccharopine,True,False,False,False,False,False,False,1,Low-Medium (1)
CAG-103 sp000432375,C00024_Acetyl CoA,False,False,False,False,False,False,False,0,Insufficient (0)
Aphodousia sp900553105,C00357_N-Acetylglucosamine 6-phosphate,False,False,False,False,False,False,False,0,Insufficient (0)
Roseburia intestinalis,C02735_Phenylethanolamine,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS687 sp900545735,C00637_Indole-3-acetaldehyde,False,False,False,False,False,False,False,0,Insufficient (0)
Porphyromonas sp900548415,C11527_4-Hydroxymandelate,False,False,False,False,False,False,False,0,Insufficient (0)
Veillonella atypica,C00253_Nicotinate,False,False,False,False,False,False,False,0,Insufficient (0)
Clostridium sp900766315,C02918_1-Methylnicotinamide,False,False,False,False,False,False,False,0,Insufficient (0)
Aphodousia sp900553105,C00092_G6P,False,False,False,False,False,False,False,0,Insufficient (0)
Scatavimonas merdipullorum,C00122_Fumarate,False,False,False,False,False,False,False,0,Insufficient (0)
Dielma fastidiosa,C04137_Octopine,False,False,False,False,False,False,False,0,Insufficient (0)
Raoultibacter timonensis,C01047_N-gamma-Ethylglutamine,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp000436535,C00024_Acetyl CoA,False,False,False,False,False,False,False,0,Insufficient (0)
ER4 sp000765235,C00024_Acetyl CoA,False,False,False,False,False,False,False,0,Insufficient (0)
Eubacterium_F sp003491505,C00378_Thiamine,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes shahii,C00378_Thiamine,False,False,False,False,False,False,False,0,Insufficient (0)
Gemmiger formicilis,C02155_Gly-Leu,False,False,False,False,False,False,False,0,Insufficient (0)
Bilophila wadsworthia,C01015_Hydroxyproline,True,False,False,False,False,False,False,1,Low-Medium (1)
Alloprevotella sp900540885,C00383_Malonate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp017548065,C00122_Fumarate,False,False,False,False,False,False,False,0,Insufficient (0)
Aphodousia sp900553105,C00299_Uridine,False,False,False,False,True,False,False,1,Low-Medium (1)
Christensenella intestinihominis,C00214_Thymidine,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp017548065,C01008_Trimethylsulfonium,False,False,False,False,False,False,False,0,Insufficient (0)
Sediminibacterium sp902168225,C07151_Metformin,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-302 sp001916775,C02679_Dodecanoate,True,False,False,False,False,False,False,1,Low-Medium (1)
CAG-177 sp003538135,C00581_Guanidinoacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Olsenella_I phocaeensis,C04137_Octopine,False,False,False,False,False,False,False,0,Insufficient (0)
Roseburia inulinivorans,C00024_Acetyl CoA,False,False,False,False,False,False,False,0,Insufficient (0)
Leptotrichia_A sp001274535,C02835_Imidazole-4-acetate,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS687 sp900545735,C01008_Trimethylsulfonium,False,False,False,False,False,False,False,0,Insufficient (0)
UBA5884 sp002431975,C06423_Octanoate,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS1590 sp900552455,C01008_Trimethylsulfonium,False,False,False,False,False,False,False,0,Insufficient (0)
Christensenella sp014287795,C01744_3-(4-Hydroxyphenyl)propionate,False,False,False,False,False,False,False,0,Insufficient (0)
Neisseria subflava_A,C02710_N-Acetylleucine,False,False,False,False,False,False,False,0,Insufficient (0)
Avispirillum faecium,C00637_Indole-3-acetaldehyde,False,False,False,False,False,False,False,0,Insufficient (0)
Bifidobacterium adolescentis,C02918_1-Methylnicotinamide,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-488 sp900539465,C02378_6-Aminohexanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Eubacterium_G ventriosum,C02735_Phenylethanolamine,False,False,False,False,False,False,False,0,Insufficient (0)
UBA1685 sp900546845,C05582_Homovanillate,False,False,False,False,False,False,False,0,Insufficient (0)
QAMH01 sp900544245,C01015_Hydroxyproline,True,False,False,False,False,False,False,1,Low-Medium (1)
Prevotella sp900557255,C00262_Hypoxanthine,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900552515,C07151_Metformin,False,False,False,False,False,False,False,0,Insufficient (0)
Thermophilibacter provencensis,C06423_Octanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp000436475,C01879_5-Oxoproline,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes avistercoris,C05582_Homovanillate,False,False,False,False,False,False,False,0,Insufficient (0)
Alloprevotella sp900540885,C01620_Threonate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900555035,C00383_Malonate,False,False,False,False,False,False,False,0,Insufficient (0)
Parasutterella excrementihominis,C00383_Malonate,True,False,False,False,False,False,False,1,Low-Medium (1)
CAIFEB01 sp903789375,C00417_cis-Aconitate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-488 sp900539465,C00299_Uridine,False,False,False,False,False,False,False,0,Insufficient (0)
Gemmiger qucibialis,C02735_Phenylethanolamine,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS693 sp900544555,C04137_Octopine,False,False,False,False,False,False,False,0,Insufficient (0)
ER4 sp000765235,C00346_Ethanolamine phosphate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-485 sp900759795,C00449_Saccharopine,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900544495,C00581_Guanidinoacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Alangreenwoodia gallinarii,C05598_Phenaceturate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-485 sp910578075,C00366_Urate,False,False,False,False,False,False,False,0,Insufficient (0)
Veillonella atypica,C00042_Succinate,False,False,False,False,False,False,False,0,Insufficient (0)
Clostridium sp900540255,C05582_Homovanillate,False,False,False,False,False,False,False,0,Insufficient (0)
Scatomorpha intestinavium,C00042_Succinate,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes shahii,C02155_Gly-Leu,False,False,False,False,False,False,False,0,Insufficient (0)
Escherichia sp001660175,C02630_2-Hydroxyglutarate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA1206 sp000433115,C02378_6-Aminohexanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Holdemanella sp003436425,C02614_Citramalate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA5905 sp900763035,C00186_Lactate,False,False,False,False,False,False,False,0,Insufficient (0)
Megamonas funiformis,C00163_Propionate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecalibacterium prausnitzii_C,C00191_Glucuronate,False,False,False,False,False,False,False,0,Insufficient (0)
Sutterella wadsworthensis_A,C05584_4-Hydroxy-3-methoxymandelate,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes shahii,C01744_3-(4-Hydroxyphenyl)propionate,False,False,False,False,False,False,False,0,Insufficient (0)
Gallimonas faecium,2-Hydroxyoctanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Caulobacter sp003931565,2-Hydroxyoctanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Sutterella wadsworthensis_A,C03761_3-Hydroxy-3-methylglutarate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900290275,C05598_Phenaceturate,False,False,False,False,False,False,False,0,Insufficient (0)
Desulfovibrio desulfuricans_A,C00186_Lactate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900556395,C00581_Guanidinoacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Eubacterium_T sp900766045,C01879_5-Oxoproline,False,False,False,False,False,False,False,0,Insufficient (0)
UBA1829 sp900548385,C00024_Acetyl CoA,False,False,False,False,False,False,False,0,Insufficient (0)
ER4 sp000765235,C00122_Fumarate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA4372 sp900543815,C00429_Dihydrouracil,False,False,False,False,False,False,False,0,Insufficient (0)
Catenibacterium sp900764565,C00493_Shikimate,False,False,False,False,False,False,False,0,Insufficient (0)
Escherichia fergusonii,C02630_2-Hydroxyglutarate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-127 sp900319515,C01551_Allantoin,False,False,False,False,False,False,False,0,Insufficient (0)
Clostridium butyricum,C09815_Benzamide,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900555035,2-Hydroxyoctanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Phascolarctobacterium_A sp900753045,C01035_gamma-Guanidinobutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
Ruminiclostridium_E sp910579265,C00386_Carnosine,False,False,False,False,False,False,False,0,Insufficient (0)
Fusobacterium_B sp900542625,C04137_Octopine,False,False,False,False,False,False,False,0,Insufficient (0)
Romboutsia_C hominis,C01004_Trigonelline,False,False,False,False,False,False,False,0,Insufficient (0)
Streptococcus parauberis,C00191_Glucuronate,True,False,False,False,False,False,False,1,Low-Medium (1)
UMGS2070 sp905203455,C00122_Fumarate,False,False,False,False,False,False,False,0,Insufficient (0)
