species,metabolite,rho,qval,rho_partial,pval_partial,pathway,qval_partial,survives_adjustment
Acutalibacter sp910580045,C00134_Putrescine,0.2502810329605566,4.037883239257696e-05,0.23219440070905892,1.2449761375118499e-05,Polyamine,1.825478207495381e-05,True
Heteroscilispira lomanii,C00134_Putrescine,0.250228761117101,4.0541352589813354e-05,0.24947081938699486,2.5392158634619114e-06,Polyamine,4.949738525266884e-06,True
Alistipes onderdonkii,C00431_5-Aminovalerate,-0.25000933425775995,4.1361103157348785e-05,-0.22823868587436721,1.7621788360946927e-05,Other,2.4559983778323243e-05,True
Lachnospira eligens,C05145_3-Aminoisobutyrate,-0.24996119098942793,4.151101942152438e-05,-0.28295782811064857,8.236374687465877e-08,Other,2.839431990103959e-07,True
Acetatifactor sp003447295,C01042_N-Acetylaspartate,0.24992489512602398,4.161429181547801e-05,0.24649448359726783,3.3677497327648504e-06,Other,6.253945650445405e-06,True
HGM12669 sp900761935,C00431_5-Aminovalerate,0.24985941171773893,4.1834459033697785e-05,0.22122420657373001,3.2145549427623736e-05,Other,4.058781493386835e-05,True
Lachnospira eligens,C01921_Glycocholate,-0.24971428124282524,4.237718051113551e-05,-0.2425218234946427,4.882319651930044e-06,Other,8.490990699008773e-06,True
Lachnospira eligens,C00134_Putrescine,-0.2496486010963301,4.260203005831318e-05,-0.2830819019368728,8.125274590684777e-08,Polyamine,2.813370835862694e-07,True
Ruminococcus_C sp000980705,C00134_Putrescine,-0.24953917487459065,4.2965119501664436e-05,-0.23434558811280837,1.02798810986369e-05,Polyamine,1.5599212592772228e-05,True
Aphodomorpha sp900549955,C08277_Sebacate,-0.2495426377126673,4.2965119501664436e-05,-0.26155882679006653,7.772317403854383e-07,Other,1.8527574264253596e-06,True
Scatavimonas merdipullorum,C00364_dTMP,-0.24942237012843088,4.340434577394511e-05,-0.27474597894536096,1.9940766084642747e-07,Other,5.822121484567225e-07,True
Neisseria subflava_A,C00719_Betaine,-0.24931224441178013,4.381992893027982e-05,-0.27810774777859026,1.3933075205572947e-07,Other,4.336578426243879e-07,True
Barnesiella intestinihominis,C06103_6-Hydroxyhexanoate,0.24930082167734005,4.382474736606538e-05,0.24768926859053858,3.0081173788543265e-06,Other,5.686422266265267e-06,True
Fimimonas sp003537755,C02656_Pimelate,-0.24924683212853516,4.40079478462668e-05,-0.22860401436269426,1.7069698026134332e-05,Other,2.3907140092625116e-05,True
UBA3855 sp017460955,C06104_Adipate,-0.2492253089560239,4.405528010849567e-05,-0.27315972954203543,2.3576768652992186e-07,Other,6.70747330099351e-07,True
Alistipes putredinis,"C04259_N-alpha,N-alpha-Dimethylhistidine",0.24918761214252524,4.417077521759098e-05,0.24404431273726965,4.237783802971611e-06,Other,7.520468150792566e-06,True
Escherichia coli,C08277_Sebacate,-0.24916783004392776,4.421100369919351e-05,-0.2558907782703075,1.3641496545460003e-06,Other,3.0080477498258e-06,True
Barnesiella intestinihominis,C08262_Isovalerate,0.2491390942266036,4.428909754219199e-05,0.2525439442494941,1.8899065566675557e-06,Other,3.912850013804464e-06,True
Alistipes putredinis,C00364_dTMP,0.24894172693104302,4.5086116282959656e-05,0.24785527477469974,2.961151363909137e-06,Other,5.624219114737202e-06,True
UBA11540 sp003445125,C00055_CMP,-0.24884333621509433,4.546634260199324e-05,-0.2658410970423902,5.036783114518707e-07,Nucleotide,1.2914828498765916e-06,True
Agathobacter sp900317585,C00630_Isobutyryl CoA,0.24880688123397982,4.5537467114675466e-05,0.2518758986018143,2.0158729027609717e-06,Other,4.0973026478881535e-06,True
Ruminococcus_C sp000980705,C02714_N-Acetylputrescine,-0.2488065074424191,4.5537467114675466e-05,-0.24153181775622823,5.3504843183966434e-06,Other,9.099463126524905e-06,True
Paraclostridium tenue,C00489_Glutarate,0.24879616795690043,4.553810462031089e-05,0.24865198957550091,2.7453277564324214e-06,Other,5.299860533653323e-06,True
CAG-488 sp000434915,C05332_Phenethylamine,0.24868163887374875,4.5903670198705354e-05,0.2555070684743917,1.4164277954907406e-06,Other,3.0892645485076132e-06,True
Alistipes onderdonkii,C00346_Ethanolamine phosphate,0.24869019631301467,4.5903670198705354e-05,0.25346588170824386,1.728375428507805e-06,Other,3.6656955005467764e-06,True
Scatavimonas merdipullorum,C06104_Adipate,-0.2486919627940438,4.5903670198705354e-05,-0.2754077060185571,1.858915472670679e-07,Other,5.499749919144021e-07,True
Erysipelatoclostridium ramosum,C05145_3-Aminoisobutyrate,0.24866731795929872,4.592185545389216e-05,0.24216137754114397,5.048058411351979e-06,Other,8.718581021333297e-06,True
Egerieicola pullicola,C01672_Cadaverine,0.24861581922729495,4.610287050127956e-05,0.2511943541813741,2.1526388190628963e-06,Polyamine,4.3156932104841324e-06,True
Fimenecus sp000432435,C02656_Pimelate,0.24853670960116467,4.6406295091734e-05,0.25191725654388913,2.007846792017787e-06,Other,4.085140980707603e-06,True
Eubacterium_F sp003491505,C00695_Cholate,-0.24839063035822295,4.700995032848875e-05,-0.23065410457470537,1.4263646185392828e-05,Bile Acid,2.0464341729401476e-05,True
Ruminococcus_E bromii_B,C06104_Adipate,0.24829819995716992,4.733345998922647e-05,0.25196751793182715,1.9981339741012786e-06,Other,4.073667633234003e-06,True
Alangreenwoodia gallinarii,C00055_CMP,-0.248307834412993,4.733345998922647e-05,-0.2524543353749988,1.9063549478008216e-06,Nucleotide,3.9306287583522095e-06,True
Alangreenwoodia gallinarii,C00695_Cholate,0.24819360571750573,4.770425960546864e-05,0.23439096696591816,1.0238234473033787e-05,Bile Acid,1.5547812411592693e-05,True
CAG-1427 sp900554685,3-Indoxyl sulfate,-0.24818687323858418,4.770425960546864e-05,-0.2233440883129923,2.6859161480944473e-05,Other,3.4927388141670314e-05,True
UMGS1322 sp905214315,C08277_Sebacate,-0.2481857190682535,4.770425960546864e-05,-0.2533903460223712,1.7410965454197427e-06,Other,3.6848604135867574e-06,True
Avichristensenella intestinipullorum,C00134_Putrescine,0.24815339660715527,4.780506059586133e-05,0.2502589179498639,2.3548651461356135e-06,Polyamine,4.661692287849576e-06,True
Avimicrobium caecorum,C05332_Phenethylamine,-0.2480622726578523,4.81742361963321e-05,-0.2503430698736687,2.3359543768693614e-06,Other,4.639432724666061e-06,True
Limivicinus faecipullorum,C00134_Putrescine,0.24804368317748474,4.821316603361755e-05,0.24544445140125878,3.7173816708126108e-06,Polyamine,6.7773594727668385e-06,True
Alistipes shahii,C00785_Urocanate,0.24787437043949823,4.894704542892177e-05,0.23057598401745302,1.4362025668301207e-05,Other,2.0590717804016066e-05,True
UBA1685 sp900546845,C00408_Pipecolate,-0.24784051791675368,4.9057569934873176e-05,-0.24761574336018347,3.029145524445053e-06,Other,5.720765862974605e-06,True
Escherichia coli,C00431_5-Aminovalerate,0.24782138423883293,4.9099799765106746e-05,0.2528794031129893,1.8295277394714792e-06,Other,3.8090331040929946e-06,True
UBA5905 sp900763035,C00245_Taurine,0.2477682507715841,4.930075014038834e-05,0.21521351899219887,5.300154130577474e-05,Other,6.22083818142896e-05,True
RGIG8773 sp018110825,C02714_N-Acetylputrescine,0.24771253243295563,4.9514639547450427e-05,0.22503717906667764,2.323979490299824e-05,Other,3.098639320399765e-05,True
Ruminiclostridium_E sp900539195,C00785_Urocanate,0.24747629956105344,5.0586953519715496e-05,0.24476290698081857,3.962577098980901e-06,Other,7.120533870585627e-06,True
Aminipila sp004103735,C00695_Cholate,0.24743997210636573,5.0713015325672664e-05,0.24823065554061438,2.857518755473788e-06,Bile Acid,5.479422349901799e-06,True
UMGS693 sp900544555,C02378_6-Aminohexanoate,-0.24740020261307907,5.085597470627083e-05,-0.23255341062290227,1.2059663765811418e-05,Other,1.7721768943146832e-05,True
UMGS693 sp900544555,C05582_Homovanillate,-0.24734731150936495,5.1062712150400404e-05,-0.20384956278336655,0.00013139909528415834,Other,0.00014290276811762735,True
Clostridium_A leptum,"C03283_2,4-Diaminobutyrate",0.24719050620133906,5.177665718402376e-05,0.2360567729661514,8.815823295490392e-06,Other,1.372112575173602e-05,True
Lachnospira sp000436475,C00398_Tryptamine,-0.24713166389988264,5.201625507301876e-05,-0.2317150506720953,1.29893396999361e-05,Indole / Tryptophan,1.8890404573133957e-05,True
CAG-127 sp900319515,C00055_CMP,0.24711649009810085,5.2041686207772833e-05,0.24364940183204195,4.396695147218647e-06,Nucleotide,7.774880896938368e-06,True
CAG-873 sp002633115,C00134_Putrescine,0.2469261571176731,5.293607595627133e-05,0.2523021151715292,1.9346104657266867e-06,Polyamine,3.968431724567562e-06,True
Ruminococcus_E bromii_B,2-Hydroxypentanoate,-0.2468880594630821,5.303020954222898e-05,-0.24218808787873394,5.035594816451039e-06,Other,8.712101758565811e-06,True
Agathobacter faecis,C02735_Phenylethanolamine,-0.24688255809605658,5.303020954222898e-05,-0.2353373170988093,9.405417444973397e-06,Other,1.4517194839293366e-05,True
Ruminococcus_D sp900539095,C05332_Phenethylamine,-0.2468773919142025,5.303020954222898e-05,-0.23480425917873465,9.86624740446404e-06,Other,1.5120685677339527e-05,True
CAG-488 sp016292785,C00134_Putrescine,0.2468012216676556,5.3362720893817976e-05,0.24669380590143367,3.305027719752677e-06,Polyamine,6.172522900120889e-06,True
Escherichia coli,C00055_CMP,-0.24675747843136625,5.353315517146361e-05,-0.25146921217141255,2.096448004925011e-06,Nucleotide,4.218205241297809e-06,True
UMGS902 sp900761025,C10172_Proline betaine,-0.24673926959063736,5.3574882552678046e-05,-0.24259276385361817,4.8503171350662e-06,Other,8.442675604989033e-06,True
Alistipes onderdonkii,_DCA,0.24672166507074794,5.3613624913139434e-05,0.24451447212043895,4.055734766872329e-06,Other,7.248855704865646e-06,True
Eubacterium_F sp003491505,C00398_Tryptamine,-0.24665504093514068,5.390116248187038e-05,-0.23657489607381013,8.41318646522611e-06,Indole / Tryptophan,1.3255300874401988e-05,True
UBA11540 sp003445125,C02714_N-Acetylputrescine,0.2466400980183227,5.392666144348178e-05,0.2500308748525905,2.406849847273204e-06,Other,4.737893400144103e-06,True
Acetatifactor intestinalis,C00954_Indole-3-acetate,0.2466059852534903,5.399934840446173e-05,0.22655880668551134,2.0385761123129812e-05,Other,2.7868436258550665e-05,True
UMGS929 sp900546875,C02656_Pimelate,-0.24661313199668997,5.399934840446173e-05,-0.2349829025118631,9.709468675125423e-06,Other,1.4926162452152842e-05,True
Faecalibacterium prausnitzii,C00364_dTMP,0.2465889160120102,5.403585551540707e-05,0.2481258246457721,2.8861056993200952e-06,Other,5.513095891728931e-06,True
Avimicrobium caecorum,C08277_Sebacate,0.24657117400325784,5.407585905443173e-05,0.25238425663981656,1.9193137629923374e-06,Other,3.945146480970888e-06,True
Clostridium_A leptum,2-Hydroxypentanoate,-0.24650937499025036,5.434121452549043e-05,-0.2328248221177679,1.1772489281646029e-05,Other,1.742781536883202e-05,True
W1P20-047 sp004555335,C00134_Putrescine,0.24639309919759847,5.488893539631266e-05,0.2359364328430311,8.911929709416014e-06,Polyamine,1.3849152617585103e-05,True
Scatomorpha intestinavium,C08277_Sebacate,-0.24627089705485386,5.5472880476884144e-05,-0.23941308484869026,6.5002451495728105e-06,Other,1.0691192680218438e-05,True
Clostridium_A leptum,C00785_Urocanate,0.2462211987394057,5.568133639192429e-05,0.22282625241326467,2.8068702926029198e-05,Other,3.6264474064637207e-05,True
Heteroscilispira lomanii,C00695_Cholate,0.24617597000170602,5.579668380971883e-05,0.23141635442377761,1.3336721736245007e-05,Bile Acid,1.9286654716189454e-05,True
ER4 sp000765235,C00489_Glutarate,0.24616965142722239,5.579668380971883e-05,0.24459201826182908,4.026434607283596e-06,Other,7.2158326295404935e-06,True
Fimenecus sp000432435,C00695_Cholate,-0.2461782676651546,5.579668380971883e-05,-0.24363044610859103,4.404464111009805e-06,Bile Acid,7.781738712031458e-06,True
Aminipila sp004103735,C00431_5-Aminovalerate,0.24614408992135672,5.587932940972095e-05,0.23035339787087017,1.4645880146072445e-05,Other,2.0967616529810228e-05,True
UBA1685 sp900546845,C02678_Dodecanedioate,-0.246098708827324,5.606662564371475e-05,-0.2549214515029304,1.499928693159026e-06,Other,3.2360921103754607e-06,True
Ruminiclostridium_E siraeum,C00055_CMP,0.24607880277657115,5.611984915055973e-05,0.2427751408898506,4.768959045043435e-06,Nucleotide,8.322790654526065e-06,True
Anaerostipes caccae,C01042_N-Acetylaspartate,-0.24606338449272475,5.6149444083564566e-05,-0.24644106292208795,3.3847521043356805e-06,Other,6.2796885052610025e-06,True
Prevotella sp003447235,C01672_Cadaverine,0.24580850510343466,5.7458703392341535e-05,0.19492802282039337,0.00025908575371291173,Polyamine,0.0002720060406434769,True
Avimicrobium caecorum,C05122_Taurocholate,-0.24576904201296046,5.76190802777434e-05,-0.25179461875732023,2.031735936232875e-06,Bile Acid,4.112423543476614e-06,True
Eubacterium_T sp900766045,C01104_Trimethylamine N-oxide,-0.2454835966858899,5.913036487617229e-05,-0.2210065029619754,3.274096787053968e-05,Other,4.126742107340566e-05,True
Alistipes shahii,C00311_Isocitrate,0.24545334113703632,5.924398165838498e-05,0.16490589057722477,0.0020568515120201357,Other,0.0020797285258039797,True
Ruminiclostridium_E siraeum,"C03283_2,4-Diaminobutyrate",0.24533039882691002,5.987632232508141e-05,0.23504063130600916,9.659314030868267e-06,Other,1.4860483124412717e-05,True
Barnesiella intestinihominis,C00134_Putrescine,-0.24519199562984412,6.060288320622973e-05,-0.2223483384159564,2.923059022946059e-05,Polyamine,3.7379271393172105e-05,True
UMGS929 sp900546875,C00695_Cholate,0.24515207372742473,6.060750428735028e-05,0.23033702701879888,1.4666966119904592e-05,Bile Acid,2.0982784148647487e-05,True
Lachnospira sp000436535,C00630_Isobutyryl CoA,0.24515904361027424,6.060750428735028e-05,0.21413218113170263,5.790574061036866e-05,Other,6.713709056274627e-05,True
Fimenecus sp000432435,C08277_Sebacate,0.24515465950346976,6.060750428735028e-05,0.2596592335339385,9.398707465854512e-07,Other,2.1806745860451304e-06,True
CAG-177 sp003538135,"C03283_2,4-Diaminobutyrate",0.24515950962938277,6.060750428735028e-05,0.23959431305319834,6.393359105756261e-06,Other,1.0524047910709894e-05,True
Alistipes putredinis,C00408_Pipecolate,0.24502286248581223,6.128978501009533e-05,0.23873268925997432,6.9169239528293345e-06,Other,1.1247030817608674e-05,True
Faecalibacterium sp900539945,C00364_dTMP,0.2449939043617601,6.140015800217379e-05,0.244595464757002,4.025137077296677e-06,Other,7.2158326295404935e-06,True
UBA5884 sp002431975,C08277_Sebacate,-0.24498348297429828,6.140405072441047e-05,-0.217567475195287,4.3647018254948115e-05,Other,5.238591156351327e-05,True
Fretibacterium fastidiosum,C00695_Cholate,0.24494786888843062,6.15530639024243e-05,0.2466926570697094,3.305386013014736e-06,Bile Acid,6.172522900120889e-06,True
CAG-103 sp900757655,C05332_Phenethylamine,-0.24480374290943904,6.222374716133542e-05,-0.24466037374942484,4.000774650609894e-06,Other,7.182719300915429e-06,True
Gemmiger qucibialis,C01921_Glycocholate,-0.24481766092037066,6.222374716133542e-05,-0.2207215926943493,3.3535965760741476e-05,Other,4.198471471898909e-05,True
QAMH01 sp900544245,"C03283_2,4-Diaminobutyrate",-0.2448020783582522,6.222374716133542e-05,-0.28365143526419395,7.633566019995542e-08,Other,2.702147263715236e-07,True
Lachnospira sp003451515,C01921_Glycocholate,-0.24479324818487835,6.222374716133542e-05,-0.24654129849003306,3.352916876538741e-06,Other,6.237984886583704e-06,True
Avispirillum faecium,C05629_3-Phenylpropionate,-0.24476629774556913,6.232428671754688e-05,-0.2538671111879552,1.6622806806794049e-06,Other,3.5518817963235144e-06,True
RGIG8773 sp018110825,C00695_Cholate,0.2447451000890919,6.239142616490991e-05,0.22964744077628857,1.558180926542267e-05,Bile Acid,2.211754331500734e-05,True
QWKK01 sp009911695,C02678_Dodecanedioate,-0.24467889560449277,6.2673310196119e-05,-0.2564261338538307,1.2942888126367652e-06,Other,2.8761973614150336e-06,True
Acetatifactor intestinalis,2-Hydroxypentanoate,-0.2446775588600108,6.2673310196119e-05,-0.24072562509370157,5.76303487931887e-06,Other,9.62109328767758e-06,True
CAG-170 sp000432135,C00334_GABA,-0.24462504717390268,6.286812588059216e-05,-0.27364109003451664,2.2410873302088232e-07,Other,6.439906121289722e-07,True
UMGS1322 sp905214315,C16741_5-Hydroxylysine,0.24463060334613929,6.286812588059216e-05,0.232575238425664,1.2036324320739613e-05,Other,1.770137936234965e-05,True
Alistipes shahii,C00346_Ethanolamine phosphate,0.24452105455338827,6.342515444180946e-05,0.24372062939894848,4.367619358905662e-06,Other,7.730299750275508e-06,True
Clostridium_A leptum,C00079_Phe,-0.24441337492870063,6.40089428363609e-05,-0.24794603248091932,2.9357714353383343e-06,Other,5.581922809584713e-06,True
Anaerovibrio sp900768695,C00398_Tryptamine,0.24440030843456423,6.402940658326402e-05,0.24204965365595593,5.100510610814471e-06,Indole / Tryptophan,8.78640932095516e-06,True
Faecivivens stercoripullorum,C00847_4-Pyridoxate,-0.24436292836938822,6.419558538869676e-05,-0.23091977191094948,1.393384995912173e-05,Other,2.0077593601039956e-05,True
Aminipila sp004103735,C00134_Putrescine,0.2443229044304121,6.437810854723111e-05,0.22948832758247323,1.5800457307650374e-05,Polyamine,2.2396112413395284e-05,True
Avimicrobium caecorum,C00364_dTMP,0.24427085730503828,6.463369424198609e-05,0.245376095913663,3.741304380730486e-06,Other,6.80328823840404e-06,True
Gallispira edinburgensis,C00803_Valerate,-0.24425731249448274,6.465740679599487e-05,-0.2575373413391587,1.1600587045586579e-06,Other,2.6068734933902423e-06,True
Faecalibacterium prausnitzii,C10172_Proline betaine,0.24418139189960875,6.505895540510415e-05,0.2336166543837408,1.0971343224461892e-05,Other,1.6461130119222645e-05,True
UBA1685 sp900546845,C00954_Indole-3-acetate,-0.2441227804890408,6.5298726336864e-05,-0.22530571848223246,2.2710037686808916e-05,Other,3.0462827212352667e-05,True
Ruminococcus_D bicirculans,C01585_Hexanoate,0.24412663286707764,6.5298726336864e-05,0.25852332616653806,1.052212074459786e-06,Other,2.385968422811306e-06,True
Faecousia sp003525905,C00334_GABA,-0.24408423463968903,6.54169067019094e-05,-0.258546015593093,1.049847145612423e-06,Other,2.3843264259673864e-06,True
Erysipelatoclostridium ramosum,C00489_Glutarate,-0.24408768113486193,6.54169067019094e-05,-0.2531950446292404,1.774404247819369e-06,Other,3.7316598271700718e-06,True
UMGS1590 sp900552455,C02714_N-Acetylputrescine,0.24398744556691687,6.595134404966237e-05,0.22365456008648402,2.6157813973452602e-05,Other,3.414858221077363e-05,True
Alistipes putredinis,_DCA,0.2439213877427697,6.629970212324326e-05,0.2318385500824574,1.2848236997696136e-05,Other,1.8742869435005305e-05,True
Alistipes_A ihumii,C02678_Dodecanedioate,0.24382502593493127,6.683837479743602e-05,0.25506907637950277,1.478445941773264e-06,Other,3.200099441067671e-06,True
CAG-103 sp900757655,C01585_Hexanoate,0.24380653958192822,6.689401803334577e-05,0.2478196609912465,2.9711677202068385e-06,Other,5.632545441150405e-06,True
CAG-103 sp900757655,C00408_Pipecolate,0.2437391857161682,6.725531535499927e-05,0.25331136384132563,1.754493884255448e-06,Other,3.6986972058500507e-06,True
Acetatifactor sp003447295,C00576_Betaine aldehyde,0.24366144636132328,6.768393823131151e-05,0.25906873402764896,9.967533808884194e-07,Other,2.2782934420306728e-06,True
Lachnospira sp003451515,C00079_Phe,-0.24364940183204195,6.769973398088535e-05,-0.23663578415519798,8.367035795667369e-06,Other,1.3197217343323925e-05,True
QALW01 sp900547955,C00334_GABA,0.24360373577100108,6.789858208044074e-05,0.24617309792239528,3.4712821248569344e-06,Other,6.392784760325846e-06,True
Eubacterium_R sp910577195,C00134_Putrescine,0.2435988532361728,6.789858208044074e-05,0.2178483645518781,4.264125121726913e-05,Polyamine,5.1313178360131326e-05,True
QWKK01 sp009911695,C00803_Valerate,-0.2435257937889865,6.81927819167241e-05,-0.2617455119452651,7.627919670329127e-07,Other,1.824861165150509e-06,True
CAG-115 sp000432175,C08277_Sebacate,-0.24352388713327577,6.81927819167241e-05,-0.24585199945545375,3.5777523108717793e-06,Other,6.563626820776456e-06,True
CAG-170 sp000432135,C05332_Phenethylamine,-0.24354102852585974,6.81927819167241e-05,-0.23727798108908096,7.894722869926135e-06,Other,1.2558089451332596e-05,True
CAG-488 sp000434915,C00695_Cholate,0.24336018344544974,6.917839027332416e-05,0.2326131498725658,1.1995889367284353e-05,Bile Acid,1.7666994649903317e-05,True
ER4 sp000765235,C00954_Indole-3-acetate,0.24332103793757642,6.936945675821275e-05,0.2146434112490156,5.553611022066771e-05,Other,6.472740118958941e-05,True
Lachnospira sp003537285,C08277_Sebacate,0.24327186128705436,6.962597903640778e-05,0.2758201366075803,1.7791822281540665e-07,Other,5.310991725833034e-07,True
Ruminococcus_C sp000980705,C00431_5-Aminovalerate,-0.2432280677971554,6.984847099886888e-05,-0.21546942125878638,5.1899704754318806e-05,Other,6.1022580545936275e-05,True
Faecousia sp003525905,C05332_Phenethylamine,-0.2431689492619164,7.017156011089239e-05,-0.23456214289283872,1.0082576482512044e-05,Other,1.540500608481596e-05,True
CAG-83 sp000435555,C17714_Heptanoate,0.24314784283630195,7.024751214726346e-05,0.2520887196787407,1.9748966999268213e-06,Other,4.030401428422084e-06,True
Avichristensenella intestinipullorum,C00489_Glutarate,-0.2431243857340374,7.033895193752912e-05,-0.23691466305627149,8.158718413804126e-06,Other,1.2940076786366577e-05,True
Faecousia sp000434635,C06104_Adipate,0.2431034600370113,7.04139850391848e-05,0.26181961159148237,7.571321197730884e-07,Other,1.8156645558107637e-06,True
UBA1829 sp900548385,C00383_Malonate,-0.2430459754485801,7.072896378615931e-05,-0.21998432993528058,3.5678779441458255e-05,Other,4.388533756636932e-05,True
Ventricola intestinavium,C06104_Adipate,-0.24293960759467978,7.136855872607658e-05,-0.26562224459891126,5.150646560490136e-07,Other,1.3157139603202115e-06,True
CAIFEB01 sp903789375,C00134_Putrescine,0.24286417534848373,7.180718333022699e-05,0.20633764509026656,0.00010816014704980375,Polyamine,0.00011951397464066713,True
CAG-127 sp900319515,C02656_Pimelate,0.24284668232067932,7.186094802563696e-05,0.2414143497124187,5.408792657757631e-06,Other,9.136474084050053e-06,True
Avanaerovorax faecigallinarum,C02678_Dodecanedioate,-0.2427853326272244,7.220808901470866e-05,-0.24156082575726678,5.33617796300472e-06,Other,9.082856107242076e-06,True
Faecalibacterium prausnitzii_D,C02656_Pimelate,0.2426225162407551,7.324290317756697e-05,0.2318873754307401,1.2792854841951065e-05,Other,1.868934235493216e-05,True
CAG-115 sp000432175,C00134_Putrescine,0.24254365129740438,7.371602211408381e-05,0.2486798487448152,2.7380598177230925e-06,Polyamine,5.290936845841725e-06,True
CAG-103 sp000432375,C00576_Betaine aldehyde,0.24248618813192596,7.404507015022761e-05,0.251786002519388,2.0334245109767976e-06,Other,4.112423543476614e-06,True
Acetatifactor sp003447295,C00300_Creatine,-0.24245822434689157,7.417253026782708e-05,-0.23451963611903964,1.0121018420913629e-05,Other,1.5416631258055796e-05,True
CAG-170 sp000432135,C01672_Cadaverine,-0.24236617419837275,7.474266836943586e-05,-0.22481258246457725,2.3691834474260844e-05,Polyamine,3.14632595939719e-05,True
Lachnospira eligens_A,C06103_6-Hydroxyhexanoate,0.242329502097932,7.49317512171734e-05,0.2597169623280845,9.344798209062701e-07,Other,2.173208885828535e-06,True
Avichristensenella intestinipullorum,C00431_5-Aminovalerate,0.2421510380556253,7.611383386661437e-05,0.24855749816617737,2.7701163367154137e-06,Other,5.337411053401567e-06,True
Escherichia sp005843885,C00152_Asn,-0.2421055329822079,7.636864845010996e-05,-0.2492355960914447,2.5968596134678e-06,Other,5.042445851393787e-06,True
Aphodomorpha sp900549955,C02656_Pimelate,-0.24205614146867238,7.663752282956349e-05,-0.22746035238115475,1.8855025991703915e-05,Other,2.6042853579701542e-05,True
HGM11417 sp900761895,C02714_N-Acetylputrescine,0.2420487920321627,7.663752282956349e-05,0.2264706338506714,2.0541636263756273e-05,Other,2.805780193317599e-05,True
Ruminococcus_E sp905215855,C00431_5-Aminovalerate,-0.24199163765387882,7.684394256265914e-05,-0.23339579148474437,1.1189432793483327e-05,Other,1.6738119361979547e-05,True
Alistipes avistercoris,C17714_Heptanoate,0.24200015021970683,7.684394256265914e-05,0.2552345081478018,1.4547218993506201e-06,Other,3.1569090337812933e-06,True
CAG-41 sp900066215,C00055_CMP,0.2420041639638,7.684394256265914e-05,0.2481430571216366,2.8813877862144366e-06,Nucleotide,5.513095891728931e-06,True
Lachnospira eligens,C00431_5-Aminovalerate,-0.24195085412766623,7.706767403850174e-05,-0.2554565198785225,1.4234560753419447e-06,Other,3.101211493119705e-06,True
Fimisoma sp000435715,C08277_Sebacate,0.24193691412667012,7.710048706464575e-05,0.23682534138970726,8.224896710393515e-06,Other,1.301407707340746e-05,True
QALW01 sp900547955,C01046_N-Methylglutamate,-0.24190453487362487,7.726496176152555e-05,-0.23350378166682847,1.1082288794824485e-05,Other,1.6590252686863e-05,True
UBA5884 sp002431975,"C03283_2,4-Diaminobutyrate",-0.24187384169709397,7.741774651741937e-05,-0.2555564682385365,1.4095913573165336e-06,Other,3.078143328350537e-06,True
Succinivibrio sp002449335,C02656_Pimelate,-0.24184576138725725,7.7552132520806e-05,-0.21078707035847574,7.592653073574769e-05,Other,8.601281594718333e-05,True
Ruminiclostridium_E sp910579265,C02656_Pimelate,-0.24181948182759927,7.767385862807092e-05,-0.2254478864081144,2.2434230827384546e-05,Other,3.015353605831256e-05,True
SFEL01 sp016292635,C01046_N-Methylglutamate,-0.24180674048883194,7.769855490829707e-05,-0.2241071997858578,2.516631526509712e-05,Other,3.302666045288336e-05,True
Aphodomorpha sp900549955,C02678_Dodecanedioate,-0.24174348525879713,7.8086884739669e-05,-0.26344578289722725,6.42600751892467e-07,Other,1.5871758686766048e-06,True
Lachnospira sp003451515,C06103_6-Hydroxyhexanoate,0.24163675010182398,7.879281634723906e-05,0.25854170747412686,1.0502957906386337e-06,Other,2.3843264259673864e-06,True
Faecousia sp017548065,C00803_Valerate,-0.24156962028952247,7.921471946533767e-05,-0.2816001962204585,9.551809497196294e-08,Other,3.1892519189303153e-07,True
UMGS1590 sp900552455,C02656_Pimelate,-0.24152308285965332,7.948759602403536e-05,-0.24142985894069674,5.401059686436665e-06,Other,9.131123730239502e-06,True
Veillonella parvula_A,C00163_Propionate,-0.24140831834586612,8.026504404425443e-05,-0.24926173201317248,2.590393525840946e-06,SCFA,5.034778475881334e-06,True
QAMH01 sp900544245,C16741_5-Hydroxylysine,0.24133316388068743,8.075425121285066e-05,0.24026092266122276,6.0144282031405095e-06,Other,9.990744523489219e-06,True
UMGS902 sp003343845,C05332_Phenethylamine,0.2412960593505504,8.096181123656409e-05,0.25162631490971044,2.064963435423546e-06,Other,4.171643303885952e-06,True
ER4 sp900552015,C00847_4-Pyridoxate,0.24121383384356093,8.143872726026274e-05,0.20367465315334202,0.00013319764845361296,Other,0.0001447800526669706,True
UBA1206 sp000433115,"C03283_2,4-Diaminobutyrate",-0.24121800054994527,8.143872726026274e-05,-0.2654685883557863,5.232062376536121e-07,Other,1.3296219508351005e-06,True
Lachnospira eligens_A,C08277_Sebacate,0.24113775524677142,8.187208894771298e-05,0.26104415017758065,8.184114551464952e-07,Other,1.937068532891113e-06,True
Agathobacter rectalis,C02678_Dodecanedioate,0.2411458052109137,8.187208894771298e-05,0.24006418522843656,6.1239771028981364e-06,Other,1.0147435133219778e-05,True
Fusobacterium_A mortiferum,3-Indoxyl sulfate,-0.24108156174572076,8.222704794915015e-05,-0.1341292630991229,0.012389699788661892,Other,0.012433216044818757,True
