species,metabolite,rho,pval,qval,pathway,metabolite_name
Fimisoma sp900754795,C00299_Uridine,-0.14071762686812775,0.008667599818908134,0.018534638093269516,Other,C00299
UBA10677 sp900543755,C00152_Asn,-0.14071064294300303,0.008670950010726127,0.01853722950505174,Other,C00152
Alistipes putredinis,C00311_Isocitrate,0.1407114692653085,0.008670553563474343,0.01853722950505174,Other,C00311
Neisseria subflava,C05122_Taurocholate,-0.14069726322648451,0.008677371484927188,0.018544097966925625,Bile Acid,C05122
Avanaerovorax faecigallinarum,C00791_Creatinine,0.1406991445224565,0.008676468318299156,0.018544097966925625,Other,C00791
Desulfovibrio intestinigallinarum,C00388_Histamine,0.14070130868457287,0.008675429457649117,0.018544097966925625,Other,C00388
Faecalibacterium prausnitzii,C00042_Succinate,-0.14069340036383501,0.008679226218074588,0.018545775717152723,Other,C00042
Fusobacterium_B sp900542625,C00024_Acetyl CoA,0.1406900483526164,0.008680835954467048,0.018546929609186653,Other,C00024
UBA7173 sp900545955,C02230_3-Methylguanine,-0.14068588164004556,0.008682837305272473,0.01854891981256951,Other,C02230
Avichristensenella intestinipullorum,C00482_Sinapate,-0.14066718403356585,0.008691823175034164,0.018565828533786168,Other,C00482
Klebsiella pneumoniae,C01042_N-Acetylaspartate,-0.14065979703589926,0.008695375566918791,0.018571128551273467,Other,C01042
Prevotella sp015074785,C05598_Phenaceturate,-0.14065233431720678,0.00869896568466615,0.018574018009068625,Other,C05598
Clostridium sp900540255,C01921_Glycocholate,0.140650672639519,0.00869976525362469,0.018574018009068625,Other,C01921
CCUG-7971 sp017590215,C06104_Adipate,0.1406503046387173,0.00869994233773482,0.018574018009068625,Other,C06104
Senegalimassilia anaerobia,C08277_Sebacate,-0.14063286346755557,0.008708338809064919,0.01858965504451706,Other,C08277
Tidjanibacter inops_A,C05123_Isethionate,0.14061864997327006,0.00871518675433856,0.018601983004643847,Other,C05123
Clostridium sp900539375,C00440_5-Methyltetrahydrofolate,-0.14061208904461125,0.008718349372089509,0.01860644281305858,Other,C00440
CAG-127 sp900319515,C01089_3-Hydroxybutyrate,-0.14060684077058438,0.008720879975351944,0.01860955286309563,Other,C01089
Gallispira edinburgensis,C05135_4-(beta-Acetylaminoethyl)imidazole,0.1405969489747015,0.008725651360366312,0.01861744318065852,Other,C05135
CAG-115 sp003531585,C00334_GABA,0.1405788043993362,0.00873440957618896,0.018633836991751467,Other,C00334
CAG-488 sp000434915,2-Hydroxypentanoate,0.14057264502305222,0.008737384426864581,0.018635597391189335,Other,2-Hydroxypentanoate
Ruminococcus_E bromii_B,C00931_Porphobilinogen,0.14057357362856052,0.008736935872011494,0.018635597391189335,Other,C00931
CAG-873 sp002633115,C00300_Creatine,0.14056775698703386,0.008739745888152463,0.01863834123109316,Other,C00300
SFEL01 sp016292635,C00637_Indole-3-acetaldehyde,-0.14056101855403882,0.008743002226524984,0.018640700025023386,Other,C00637
Erysipelatoclostridium ramosum,_DCA,-0.14056214633933387,0.008742457150647677,0.018640700025023386,Other,_DCA
Parolsenella sp900552935,C01046_N-Methylglutamate,-0.14054575298091407,0.008750383286552523,0.018651849695383287,Other,C01046
Faecivivens stercoravium,3-Indoxyl sulfate,-0.14054724886437203,0.00874965976674433,0.018651849695383287,Other,3-Indoxyl sulfate
Klebsiella pneumoniae,C00134_Putrescine,0.14054089295243435,0.008752734322964176,0.018654567632643254,Polyamine,C00134
Pyramidobacter sp002007215,C01046_N-Methylglutamate,-0.14053010013518363,0.008757957352922785,0.01866340518497729,Other,C01046
Bifidobacterium pseudocatenulatum,C01008_Trimethylsulfonium,-0.14052605975911378,0.008759913348494821,0.01866527929657161,Other,C01008
UMGS1322 sp905214315,C02679_Dodecanoate,-0.1405225799268369,0.00876159828944627,0.018666575466013694,Other,C02679
Prevotella sp900557035,C01672_Cadaverine,0.14051577234777676,0.008764895365069289,0.01867130554608322,Polyamine,C01672
Muribaculum sp910589555,C00785_Urocanate,-0.14051298871406634,0.008766243864300222,0.01867188404413234,Other,C00785
SIG291 sp015057605,C05332_Phenethylamine,0.14050494214990586,0.008770142967437071,0.018677894456384223,Other,C05332
CAG-103 sp900317855,C17714_Heptanoate,0.14050086903180345,0.008772117256017783,0.018678405678419843,Other,C17714
UBA4334 sp902801475,C02735_Phenylethanolamine,-0.14049777972992294,0.008773614940884255,0.018678405678419843,Other,C02735
CAG-177 sp003538135,C02735_Phenylethanolamine,0.14049979019525666,0.008772640247095887,0.018678405678419843,Other,C02735
Aveggerthella stercoripullorum,C00803_Valerate,-0.14049093894748474,0.008776932142570993,0.018683173663338964,Other,C00803
Catenibacterium sp900764565,C07151_Metformin,0.1404804569220319,0.008782017204253336,0.018684525109758012,Other,C07151
Prevotella sp002300055,C02571_o-Acetylcarnitine,-0.14048607658632026,0.008779290655383576,0.018684525109758012,Other,C02571
Alistipes avistercoris,C06423_Octanoate,0.1404814770193018,0.008781522217480365,0.018684525109758012,Other,C06423
Lachnospira rogosae_A,C00364_dTMP,0.14048323238094973,0.00878067051288782,0.018684525109758012,Other,C00364
Egerieicola pullicola,C00785_Urocanate,-0.14047852370294556,0.008782955337670309,0.018684525109758012,Other,C00785
Ruminococcus_E sp905215855,C00482_Sinapate,0.1404727425888673,0.00878576127141601,0.01868820131564358,Other,C00482
Bifidobacterium bifidum,C07151_Metformin,-0.1404643731439289,0.008789824895842156,0.018692258560543518,Other,C07151
Klebsiella pneumoniae,C01959_Taurocyamine,-0.14046446391611347,0.008789780814171396,0.018692258560543518,Other,C01959
Flemingibacterium sp900546315,C00483_Tyramine,0.14045362208078763,0.008795047322912225,0.018694192777326486,Other,C00483
Paraclostridium tenue,C00719_Betaine,-0.14045780676729538,0.008793014245230121,0.018694192777326486,Other,C00719
Scatavimonas merdipullorum,C00879_Mucate,-0.14045568141252,0.008794046770054312,0.018694192777326486,Other,C00879
Prevotella sp900553155,C02918_1-Methylnicotinamide,-0.1404558419088,0.008793968795122054,0.018694192777326486,Other,C02918
CCUG-7971 spG000499525,C00388_Histamine,0.14044468837973179,0.008799389049357736,0.01869570298986724,Other,C00388
Romboutsia_C hominis,C00364_dTMP,0.140446756918704,0.008798383581931184,0.01869570298986724,Other,C00364
Prevotella sp002300055,C00366_Urate,-0.1404432853977709,0.008800071063577492,0.01869570298986724,Other,C00366
Sediminibacterium sp902168225,C02735_Phenylethanolamine,0.14044924135258044,0.008797176093009671,0.01869570298986724,Other,C02735
Megasphaera massiliensis,C00847_4-Pyridoxate,-0.14043950612256037,0.008801908469707742,0.018697315492255923,Other,C00847
Collinsella tanakaei,C05629_3-Phenylpropionate,-0.14042275730196815,0.008810055511133001,0.018710037047038705,Other,C05629
Prevotella sp900770515,C00163_Propionate,0.140424286532418,0.00880931137737272,0.018710037047038705,SCFA,C00163
Scatavimonas merdipullorum,C02230_3-Methylguanine,-0.14041805897512233,0.008812342098190418,0.01871260101634115,Other,C02230
Fimenecus sp002437245,C00711_Malate,-0.14040950540564895,0.0088165063145544,0.01871498906265086,Other,C00711
Ruminiclostridium_E sp900539195,C01089_3-Hydroxybutyrate,-0.14040909745691374,0.008816704963878893,0.01871498906265086,Other,C01089
Muribaculum sp910589555,3-Indoxyl sulfate,-0.1404121161161853,0.008815235131719399,0.01871498906265086,Other,3-Indoxyl sulfate
Bacillus_T coahuilensis,C00408_Pipecolate,0.1404012671048963,0.008820518700323033,0.01872079241353908,Other,C00408
Bifidobacterium longum,C01425_Glu-Glu,-0.14039751076510446,0.008822348728862249,0.018722384609671197,Other,C01425
Prevotella sp900765465,C00364_dTMP,0.14038342747441118,0.008829212889507783,0.01873007378909653,Other,C00364
Prevotella sp900548535,C02679_Dodecanoate,-0.14038471991204982,0.008828582760723687,0.01873007378909653,Other,C02679
Aveggerthella stercoripullorum,C00122_Fumarate,-0.14038579336329535,0.008828059429303094,0.01873007378909653,Other,C00122
Megamonas sp900556715,C00417_cis-Aconitate,-0.14035357294167058,0.00884377962499423,0.01874895717308755,Other,C00417
Ruminococcus_E sp902771755,C00489_Glutarate,0.14035909033206406,0.008841085950079059,0.01874895717308755,Other,C00489
Veillonella parvula_A,C01046_N-Methylglutamate,-0.14035188746039942,0.008844602648441752,0.01874895717308755,Other,C01046
Alistipes putredinis,C00262_Hypoxanthine,0.14035391555696122,0.008843612333680707,0.01874895717308755,Other,C00262
Paraclostridium tenue,C02571_o-Acetylcarnitine,-0.1403519504439863,0.00884457189222104,0.01874895717308755,Other,C02571
Gemmiger sp900540595,C00134_Putrescine,-0.1403539205893047,0.008843609876521937,0.01874895717308755,Polyamine,C00134
Eubacterium_T sp900766045,C00334_GABA,0.14034932526240754,0.008845853904691182,0.018749317237107058,Other,C00334
Butyrivibrio_A sp900771195,C00152_Asn,-0.14034229874495188,0.00884928613128793,0.01875200720413959,Other,C00152
Parolsenella sp900552935,3-Indoxyl sulfate,-0.14034419072841445,0.008848361842026739,0.01875200720413959,Other,3-Indoxyl sulfate
Eubacterium_F sp003491505,C01042_N-Acetylaspartate,0.14032979512309446,0.008855396675688016,0.01876266253978722,Other,C01042
CAG-485 sp900759795,C07151_Metformin,-0.14032392729585083,0.008858265587940898,0.01876644779615338,Other,C07151
Limisoma sp000437795,C03795_N6-Methyl-2'-deoxyadenosine,-0.140312736320596,0.008863739398400098,0.018774443203922356,Other,C03795
JAHALF01 sp018371275,C00491_Cystine,-0.1403117840203601,0.008864205333216543,0.018774443203922356,Other,C00491
UMGS1322 sp905214315,C06104_Adipate,-0.14029201205009575,0.008873884147541816,0.018789073700339224,Other,C06104
Prevotella sp002297965,C02571_o-Acetylcarnitine,-0.14029537046531435,0.008872239467039593,0.018789073700339224,Other,C02571
Eubacterium_G ventriosum,C01672_Cadaverine,-0.140291032125574,0.008874364086519662,0.018789073700339224,Polyamine,C01672
Anaerostipes caccae,C00024_Acetyl CoA,-0.14028551447128546,0.00887706690661984,0.018792501346394968,Other,C00024
Eubacterium_T sp900766045,C02230_3-Methylguanine,-0.14026440200382587,0.008887415599290502,0.018812112276950156,Other,C02230
Gemmiger qucibialis,C00122_Fumarate,0.14024692734150251,0.008895989264095489,0.01882766243419144,Other,C00122
Olsenella_I phocaeensis,C01015_Hydroxyproline,0.14024500311279586,0.00889693380570599,0.01882766243419144,Other,C01015
ER4 sp000765235,C01015_Hydroxyproline,-0.14020694800181488,0.008915632161202702,0.018864929266650288,Other,C01015
UBA1829 sp900548385,C00449_Saccharopine,-0.1402045395978274,0.008916816704006835,0.018865133375725502,Other,C00449
Clostridium_P perfringens,2-Hydroxyoctanoate,-0.14018866666239677,0.008924627106385127,0.018879353925147065,Other,2-Hydroxyoctanoate
Slackia_A isoflavoniconvertens,C00791_Creatinine,-0.14018561674169494,0.008926128540383507,0.018880226501545597,Other,C00791
Pauljensenia turicensis,C06104_Adipate,0.14018028794831316,0.008928752371133074,0.01888347262877595,Other,C06104
Ligilactobacillus salivarius,"C03283_2,4-Diaminobutyrate",0.1401732285132255,0.008932229404207345,0.018888522186869976,Other,C03283
Desulfovibrio desulfuricans_A,C00191_Glucuronate,-0.1401651711933905,0.008936199403806968,0.018894612836976243,Other,C00191
UBA9506 sp003506415,C00954_Indole-3-acetate,-0.14016091143925247,0.008938298902245314,0.018896747514587156,Other,C00954
Faecivivens stercoripullorum,C05332_Phenethylamine,0.14015483437472487,0.00894129485488084,0.018900776663487443,Other,C05332
Escherichia fergusonii,C00245_Taurine,0.14014023788858515,0.008948494474499769,0.01891368977189772,Other,C00245
Chitinophaga silvisoli,C01921_Glycocholate,-0.14013699996389523,0.008950092257715089,0.018914761039037567,Other,C01921
Roseburia inulinivorans,C00417_cis-Aconitate,-0.14012466644551563,0.008956180667614583,0.0189253211962342,Other,C00417
Escherichia sp005843885,C00364_dTMP,-0.14011043592429634,0.008963210103912014,0.018937867021889654,Other,C00364
Anaerostipes caccae,C02571_o-Acetylcarnitine,0.14010782363245763,0.008964501027890127,0.018938286684727555,Other,C02571
Christensenella intestinihominis,C05341_beta-Ala-Lys,-0.14010251757494616,0.008967123646951245,0.018939211815183418,Other,C05341
Copromorpha sp905193765,C16741_5-Hydroxylysine,0.1401042710042625,0.008966256905957752,0.018939211815183418,Other,C16741
Faecivivens stercoripullorum,C00364_dTMP,-0.140095357485179,0.008970663737880762,0.01894438098506415,Other,C00364
CAG-488 sp000434915,C03264_2-Hydroxy-4-methylpentanoate,0.14007754218546836,0.008979477369834203,0.018960684281839654,Other,C03264
HGM12669 sp900761935,C05122_Taurocholate,0.14006684059560334,0.008984775389353205,0.018964963281759676,Bile Acid,C05122
Ruminiclostridium_E sp910579265,C00314_Pyridoxine,-0.14006682048137592,0.008984785349888913,0.018964963281759676,Other,C00314
Romboutsia_C hominis,C00163_Propionate,0.14007015915340293,0.008983132178859779,0.018964963281759676,SCFA,C00163
UBA9506 sp003506415,C00388_Histamine,0.1400586808926513,0.008988816868155223,0.018968923253012828,Other,C00388
Escherichia albertii,C00423_trans-Cinnamate,-0.14005861492760374,0.008988849547050029,0.018968923253012828,Other,C00423
ER4 sp000765235,C00423_trans-Cinnamate,0.14005143471746911,0.008992407234065728,0.018974121531487354,Other,C00423
Faecivivens stercoripullorum,"C11003_2,4-Dimethylaniline",-0.1400467677505156,0.008994720317843237,0.018976692731901442,Other,C11003
Eubacterium_G ventriosum,C00134_Putrescine,-0.1400420127761576,0.008997077564680704,0.018979356468722966,Polyamine,C00134
Duodenibacillus intestinavium,C00178_Thymine,-0.14001851199385243,0.009008735988239409,0.01900163802482906,Other,C00178
Fusobacterium_B sp900541465,C00388_Histamine,0.1400150252839934,0.009010466842038021,0.019002977023142586,Other,C00388
Scatomorpha stercorigallinarum,C00847_4-Pyridoxate,-0.14000266242026815,0.00901660633142753,0.019013612329638836,Other,C00847
Scatomorpha stercorigallinarum,C10172_Proline betaine,-0.13996640092968027,0.009034635513148136,0.019049314183018654,Other,C10172
Sediminibacterium sp902168225,C00253_Nicotinate,0.13996396812687312,0.009035846247025244,0.019049550368546168,Other,C00253
Leptotrichia_A sp001274535,C02037_Gly-Gly,-0.1399585613923188,0.009038537535135926,0.019052907450964947,Other,C02037
Eubacterium_F sp003491505,C01586_Hippurate,0.13995329663642259,0.00904115883587453,0.019056116204278214,Other,C01586
Eubacterium_F sp003491505,3-Indoxyl sulfate,0.13993735642914443,0.009049099522068603,0.019070534522137528,Other,3-Indoxyl sulfate
Romboutsia_C hominis,C00408_Pipecolate,0.13993225621669209,0.009051641524792802,0.019071255408537807,Other,C00408
Faecalibacterium prausnitzii_C,C00024_Acetyl CoA,0.1399335398375822,0.009051001694065785,0.019071255408537807,Other,C00024
Prevotella sp900552515,C00245_Taurine,0.1399251191482102,0.009055199784947345,0.019071799547062326,Other,C00245
Aphodomorpha sp900549955,C08262_Isovalerate,-0.13992540635614129,0.009055056570419715,0.019071799547062326,Other,C08262
Carnobacterium maltaromaticum,C05607_3-Phenyllactate,-0.1399289126279859,0.009053308351136569,0.019071799547062326,Other,C05607
UBA1685 sp900546845,C00242_Guanine,-0.1399143157542512,0.009060588295707385,0.019078513465019997,Other,C00242
Copromonas sp000435795,C01104_Trimethylamine N-oxide,0.1399150520850333,0.00906022093855556,0.019078513465019997,Other,C01104
Actinomyces sp900323545,C00079_Phe,-0.13990874829613895,0.009063366342171343,0.019082045615126504,Other,C00079
CAG-115 sp000432175,C00581_Guanidinoacetate,0.1399060109217507,0.00906473251302401,0.019082604700195516,Other,C00581
Aphodomorpha sp900549955,2-Hydroxypentanoate,0.13989138634306975,0.009072034460645742,0.019095657821861827,Other,2-Hydroxypentanoate
CAG-485 sp910578075,C00134_Putrescine,0.13987945308716934,0.00907799652336697,0.019104140156418026,Polyamine,C00134
Actinomyces israelii,C01089_3-Hydroxybutyrate,-0.13987890986499502,0.009078268009500987,0.019104140156418026,Other,C01089
Faecivicinus avistercoris,C02656_Pimelate,-0.13987331529006725,0.009081064430025505,0.019107705714536675,Other,C02656
Veillonella parvula_A,C04677_AICAR,-0.13986999137992567,0.009082726232598842,0.019108883317655468,Other,C04677
Faecimonas sp900554315,C00576_Betaine aldehyde,-0.13985773975957422,0.009088853815349235,0.019118506086977686,Other,C00576
NM07-P-09 sp004793665,C00493_Shikimate,-0.13985643727814556,0.009089505460546607,0.019118506086977686,Other,C00493
UBA3839 sp002350855,C06103_6-Hydroxyhexanoate,-0.13985232492573474,0.009091563186400704,0.019120514619822344,Other,C06103
Tractidigestivibacter sp004557505,C06524_Nornicotine,0.13984584067873587,0.00909480859453329,0.019125020183386073,Other,C06524
CAG-41 sp900066215,"C03283_2,4-Diaminobutyrate",0.1398285780308176,0.009103453683509795,0.019140059096247348,Other,C03283
Alectryocaccomicrobium excrementavium,C00576_Betaine aldehyde,-0.13982715202706425,0.00910416814896481,0.019140059096247348,Other,C00576
Holdemania sp904395815,C00431_5-Aminovalerate,0.13981454409474645,0.009110487223958009,0.019151021761516,Other,C00431
Neisseria flavescens_C,C00407_Ile,-0.13980621506474528,0.009114663858171624,0.01915643753238875,Amino Acid,C00407
Aphodousia sp905212345,C01425_Glu-Glu,-0.13980499986734055,0.00911527336729768,0.01915643753238875,Other,C01425
Ruminococcus_D bicirculans,C05135_4-(beta-Acetylaminoethyl)imidazole,-0.1397877403383846,0.009123934177740312,0.01916135173610217,Other,C05135
Prevotella sp000434975,C01104_Trimethylamine N-oxide,-0.13979069042581743,0.009122453309460581,0.01916135173610217,Other,C01104
Alistipes_A indistinctus,C05635_5-Hydroxyindoleacetate,0.13979217198819124,0.009121709683707407,0.01916135173610217,Other,C05635
UMGS124 sp900539345,"C03283_2,4-Diaminobutyrate",-0.13979238973016478,0.009121600399202037,0.01916135173610217,Other,C03283
DULI01 sp012840445,C01672_Cadaverine,0.13978712577432198,0.009124242700038037,0.01916135173610217,Polyamine,C01672
Acetatifactor intestinalis,C01959_Taurocyamine,0.13979253493060798,0.009121527523873808,0.01916135173610217,Other,C01959
Aphodousia sp905212345,C00191_Glucuronate,-0.13977944911404258,0.009128097304006865,0.019164347309290685,Other,C00191
Eubacterium_R sp002361935,C02714_N-Acetylputrescine,0.13977605823198244,0.009129800394192741,0.019164347309290685,Other,C02714
Agathobacter sp900317585,C00024_Acetyl CoA,0.13978031383425238,0.009127663038452501,0.019164347309290685,Other,C00024
Ruminococcus_C sp000980705,C00847_4-Pyridoxate,0.13977548071841858,0.009130090481874556,0.019164347309290685,Other,C00847
Ruminococcus_C sp000980705,C05135_4-(beta-Acetylaminoethyl)imidazole,-0.13977294912462404,0.009131362209583898,0.01916469652460545,Other,C05135
Tidjanibacter inops_A,C00386_Carnosine,-0.1397669880048023,0.0091343573565602,0.019168662290975642,Other,C00386
Actinomyces israelii,C00630_Isobutyryl CoA,0.13975474531638865,0.009140511397257897,0.019179255307473973,Other,C00630
Ruminococcus_E sp905215855,C00630_Isobutyryl CoA,0.139746847077301,0.009144483565805606,0.01918526815875334,Other,C00630
Prevotella sp002439605,C07151_Metformin,-0.13974189557574812,0.009146974548568563,0.019185851043198855,Other,C07151
Faecalibacterium sp900539945,C03264_2-Hydroxy-4-methylpentanoate,-0.13974279982758198,0.009146519595955218,0.019185851043198855,Other,C03264
Marinifilum sp013141825,C03264_2-Hydroxy-4-methylpentanoate,-0.13973920971220352,0.009148325994954791,0.019186364594233236,Other,C03264
SFEL01 sp016292635,C05332_Phenethylamine,0.13973321155768986,0.009151344728004598,0.019188053560786518,Other,C05332
CAG-485 sp910578075,C04137_Octopine,-0.1397334084678261,0.00915124561361483,0.019188053560786518,Other,C04137
Megasphaera elsdenii,2-Hydroxypentanoate,-0.1397202100474249,0.009157891128085096,0.019198212433808003,Other,2-Hydroxypentanoate
Anaerovibrio sp900768695,C00334_GABA,0.13971919106162964,0.009158404374208442,0.019198212433808003,Other,C00334
UBA3855 sp017460955,C00357_N-Acetylglucosamine 6-phosphate,0.13971225162236064,0.00916190033373603,0.01920321905057003,Other,C00357
CAG-488 sp000434915,C00785_Urocanate,-0.1397069382664795,0.009164577904531523,0.019206509332620275,Other,C00785
UBA4334 sp002393555,C01042_N-Acetylaspartate,-0.1397036818333516,0.009166219269536955,0.019207454309763075,Other,C01042
Oribacterium sp900318695,C00475_Cytidine,-0.13970164814418443,0.009167244458027999,0.019207454309763075,Other,C00475
Faecalibacterium prausnitzii_C,C00300_Creatine,-0.13968602857532472,0.009175121724456883,0.019220019151461386,Other,C00300
Cellulosilyticum ruminicola,C08277_Sebacate,-0.13968536116933966,0.009175458444840575,0.019220019151461386,Other,C08277
Prevotella sp900552515,C01672_Cadaverine,0.13968258207990436,0.009176860672097843,0.019220634251368978,Polyamine,C01672
Neisseria subflava,C01042_N-Acetylaspartate,0.1396766842878306,0.009179837113988638,0.01922222414037862,Other,C01042
Lachnospira sp000436535,C01879_5-Oxoproline,-0.13967802686932582,0.009179159477256383,0.01922222414037862,Other,C01879
Prevotella sp900552515,C05584_4-Hydroxy-3-methoxymandelate,-0.1396709012801008,0.00918275646059507,0.019226015156840637,Other,C05584
Avispirillum faecium,C00152_Asn,-0.1396634827511165,0.00918650265018551,0.019229214408899718,Other,C00152
Prevotella sp900556795,C00695_Cholate,-0.13966548317851868,0.009185492345816162,0.019229214408899718,Bile Acid,C00695
S5-A14a sp000758905,C00408_Pipecolate,0.13965567478047614,0.00919044696589227,0.0192305056112286,Other,C00408
Evtepia excrementipullorum,C00334_GABA,-0.13965657973265536,0.009189989738376252,0.0192305056112286,Other,C00334
CAG-793 sp013333035,C00123_Leu,-0.13965830298024182,0.0091891191226148,0.0192305056112286,Amino Acid,C00123
Prevotella sp900313215,3-Indoxyl sulfate,-0.1396533048075574,0.009191644491624849,0.019230690502689954,Other,3-Indoxyl sulfate
UMGS902 sp900761025,2-Hydroxypentanoate,0.13964424338601877,0.00919622442411416,0.019237951142047696,Other,2-Hydroxypentanoate
Heteroscilispira lomanii,C00378_Thiamine,-0.13964030914513081,0.009198213546676224,0.019239790864069534,Other,C00378
Alectryocaccomicrobium excrementavium,C05984_2-Hydroxybutyrate,0.1396224258333597,0.009207260033974462,0.01925639016514466,Other,C05984
Holdemanella sp900556915,C06104_Adipate,0.13961865175027754,0.009209170209078445,0.019258062125799308,Other,C06104
Scatavimonas merdipullorum,C16741_5-Hydroxylysine,0.13960495922735386,0.009216103356742947,0.019270236372311775,Other,C16741
Veillonella parvula_A,C03264_2-Hydroxy-4-methylpentanoate,0.13959847718936844,0.009219387124899819,0.019274778002111786,Other,C03264
UBA3818 sp904397845,C05122_Taurocholate,-0.13958547916992822,0.009225974989571534,0.019286225508704034,Bile Acid,C05122
Clostridium_A leptum,C07151_Metformin,0.13957588800889917,0.009230838817300841,0.01929406671661989,Other,C07151
Cellulosilyticum ruminicola,C00491_Cystine,-0.13957308251657918,0.00923226195695021,0.019294715261523956,Other,C00491
CAG-488 sp003486665,C02835_Imidazole-4-acetate,0.13954138598055899,0.009248354180213861,0.019323688211201246,Other,C02835
Prevotella sp900554835,C00576_Betaine aldehyde,0.1395433897761736,0.009247336122534353,0.019323688211201246,Other,C00576
Faecalibacterium prausnitzii_C,C00242_Guanine,0.13953275971645707,0.009252738017123953,0.019330518344486698,Other,C00242
Escherichia fergusonii,C05332_Phenethylamine,0.13952412340319295,0.009257128810405937,0.0193373613632311,Other,C05332
Lactobacillus amylolyticus,C00086_Urea,-0.13951716031733752,0.00926067026502062,0.01934168495031469,Other,C00086
Desulfovibrio desulfuricans_A,C00440_5-Methyltetrahydrofolate,-0.13951566741440374,0.009261429718393848,0.01934168495031469,Other,C00440
CAG-127 sp900319515,C00475_Cytidine,0.13950936226865177,0.00926463781409728,0.019346054488837607,Other,C00475
Megasphaera elsdenii,C04137_Octopine,-0.13950565187528766,0.009266526145760033,0.019347667427166117,Other,C04137
W1P20-047 sp004555335,C01921_Glycocholate,0.13949566304207922,0.009271611465352802,0.01935595419461612,Other,C01921
UBA10677 sp900543755,C00186_Lactate,-0.1394825317264241,0.009278300396333577,0.019365443506192365,Other,C00186
Prevotella sp900555035,C00311_Isocitrate,-0.1394823543637145,0.009278390772057906,0.019365443506192365,Other,C00311
Cellulosilyticum pullistercoris,C05127_1-Methylhistamine,0.13947534812874376,0.009281961446749549,0.019368232947856983,Other,C05127
Pauljensenia turicensis,C00475_Cytidine,0.13947618972403036,0.009281532469567928,0.019368232947856983,Other,C00475
Lachnospira eligens_A,C00423_trans-Cinnamate,0.13946782723772855,0.009285795770583916,0.01937390217453477,Other,C00423
Phascolarctobacterium faecium,C01008_Trimethylsulfonium,-0.13946223646463113,0.009288646987525497,0.01937751912762809,Other,C01008
Prevotella sp900548535,C00482_Sinapate,-0.13943261010441274,0.009303769006490097,0.019406730875183506,Other,C00482
W3P20-009 sp015061285,C01585_Hexanoate,-0.13942525376619547,0.009307527249338492,0.019412234746665556,Other,C01585
Prevotella sp900290275,C05127_1-Methylhistamine,0.13941704486012751,0.009311722648443063,0.019417538125040556,Other,C05127
CAIFEB01 sp903789375,C05127_1-Methylhistamine,0.13941589602724838,0.009312309926733892,0.019417538125040556,Other,C05127
Cupidesulfovibrio vulgaris_A,C00637_Indole-3-acetaldehyde,0.13940916626684202,0.00931575081148307,0.01942237705260864,Other,C00637
Fusobacterium_A mortiferum,C05582_Homovanillate,-0.1393987562551741,0.009321075610714172,0.019429924196963492,Other,C05582
Prevotella sp900767615,C00357_N-Acetylglucosamine 6-phosphate,0.13939574793690165,0.009322614891611045,0.019429924196963492,Other,C00357
Veillonella parvula_A,C00388_Histamine,0.13939551773218342,0.009322732690883568,0.019429924196963492,Other,C00388
Lachnospira sp000436535,C11284_3-Indolebutyrate,0.13938429614162462,0.009328476553735721,0.019437382421295148,Other,C11284
Acutalibacter sp910580045,C06104_Adipate,-0.13938414601992924,0.009328553416057038,0.019437382421295148,Other,C06104
Lactobacillus porci,"C03283_2,4-Diaminobutyrate",-0.1393624382533609,0.00933967371855128,0.019458214723893547,Other,C03283
Phascolarctobacterium_A sp900753045,C00383_Malonate,-0.1393564268821678,0.00934275526287036,0.019462002956284013,Other,C00383
UMGS902 sp003343845,C00378_Thiamine,-0.13935381902817814,0.00934409237977318,0.019462002956284013,Other,C00378
Prevotella sp900544495,C02571_o-Acetylcarnitine,-0.13935232295277983,0.009344859534609782,0.019462002956284013,Other,C02571
Alistipes_A ihumii,C00311_Isocitrate,0.13934190870724072,0.00935020128300359,0.01946845080397697,Other,C00311
Prevotella sp000434975,"C11003_2,4-Dimethylaniline",0.13934238660749998,0.009349956095662103,0.01946845080397697,Other,C11003
Ligilactobacillus salivarius,C00296_Quinate,-0.1393364494015995,0.009353002592070624,0.0194696072687382,Other,C00296
Lachnospira sp000436535,C00122_Fumarate,-0.13933718975302514,0.009352622655168572,0.0194696072687382,Other,C00122
Tidjanibacter inops_A,C01672_Cadaverine,-0.13933147035895502,0.009355558115915315,0.01947258902926047,Polyamine,C01672
Ruminococcus_C callidus,C00300_Creatine,-0.1393278802595588,0.009357401141024135,0.019474087262402646,Other,C00300
CAG-313 sp900539265,C05584_4-Hydroxy-3-methoxymandelate,-0.13931978643300508,0.009361557397334908,0.0194803987223947,Other,C05584
Anaerostipes caccae,C00134_Putrescine,0.1393122174232968,0.009365445638887854,0.019486151024485494,Polyamine,C00134
Evtepia excrementipullorum,C00482_Sinapate,0.13930580671027035,0.009368739979028203,0.01948641402537544,Other,C00482
Enterococcus_A avium,C00191_Glucuronate,-0.13930541017736073,0.009368943783338888,0.01948641402537544,Other,C00191
QAMH01 sp900544245,C01008_Trimethylsulfonium,-0.13930829227298894,0.009367462574769827,0.01948641402537544,Other,C01008
Collinsella sp900555555,C02378_6-Aminohexanoate,0.13929403898646026,0.009374789861210066,0.019496234450481004,Other,C02378
HGM11417 sp900761895,C00719_Betaine,0.13929102404464047,0.00937634042552992,0.019497120448289492,Other,C00719
