species_a,species_b,rho,pval,qval
Prevotella copri_A,Prevotella sp900553155,0.27328150570481113,2.3276421430076344e-07,5.611358541486977e-07
Lachnospira sp003537285,CAG-269 sp000437215,-0.2732751871303275,2.3291914533268941e-07,5.612584879694916e-07
Prevotella sp900557405,CAG-1427 sp900539675,0.27327346388274104,2.3296141646393706e-07,5.612584879694916e-07
Prevotella hominis,CAG-1427 sp900539675,0.27326771972411956,2.331023735382585e-07,5.614217605689107e-07
SFEL01 sp016292635,CAG-115 sp000432175,0.27318845033514294,2.350559790954872e-07,5.65949283001093e-07
Mailhella sp905192935,UMGS1322 sp905214315,0.2731738027306581,2.3541869127212873e-07,5.666447382329776e-07
Pyramidobacter sp002007215,CAG-115 sp000432175,0.2731482412247925,2.3605294951220337e-07,5.679931542371744e-07
Thermophilibacter provencensis,Enorma burkinafasonensis,0.2731410610265156,2.3623140744020603e-07,5.68244316862283e-07
Prevotella sp900546535,CAG-1427 sp900539675,0.2731373273234116,2.3632425684336992e-07,5.682894590111257e-07
Fimenecus sp000432435,Ruminococcus_E sp902771755,0.2730864915196114,2.3759193518282807e-07,5.711524525450388e-07
Barnesiella intestinihominis,Acetatifactor intestinalis,0.2730836194403007,2.376637502964104e-07,5.711524525450388e-07
UBA5884 sp002431975,CAIFEB01 sp903789375,0.27302732668581003,2.39075548999461e-07,5.74365341802338e-07
CAG-488 sp000434915,Eubacterium_R sp910577195,0.2729983186847715,2.3980620352084815e-07,5.759403216056437e-07
Ruminococcus_D bicirculans,RUG11247 sp902767315,-0.27298166062476914,2.402267576750057e-07,5.767697834506945e-07
CAG-103 sp900543625,W1P20-047 sp004555335,-0.2728650542047528,2.431905634044751e-07,5.837030074705032e-07
UBA3818 sp904397845,UBA5905 sp900763035,-0.27285356588750986,2.4348445986912694e-07,5.842256151567321e-07
Ruminiclostridium_E sp910579265,CAG-488 sp016292785,0.27283288691647245,2.4401433461017397e-07,5.853139339570496e-07
Phascolarctobacterium_A succinatutens,Limisoma sp000437795,0.2727961243012949,2.449590739069436e-07,5.873963913535993e-07
UMGS902 sp003343845,CAG-488 sp016292785,0.2727424164181839,2.463456057558443e-07,5.90536606797838e-07
CAG-488 sp000434055,UBA1206 sp000433115,0.27273207693266527,2.466133967425584e-07,5.909341187764549e-07
CAG-488 sp000434055,Ventricola intestinavium,0.2727300664771477,2.466654997161007e-07,5.909341187764549e-07
UBA1685 sp900546845,Acutalibacter sp910580045,0.27271857815990475,2.469634341640947e-07,5.914631606221575e-07
Prevotella sp900551985,Holdemanella sp900547815,0.272669465603691,2.48241011072688e-07,5.943373270719693e-07
Aveggerthella excrementigallinarum,Raoultibacter timonensis,0.2726148960967868,2.4966799611184585e-07,5.975673005222993e-07
Collinsella intestinalis,Collinsella sp900555555,0.2725496998964328,2.5138321253251947e-07,6.014849105854513e-07
Ventricola sp900542395,Faecalibacterium prausnitzii,0.272542806906087,2.51565218027062e-07,6.017327057953205e-07
Faecousia sp000434635,UBA11540 sp003445125,-0.27253936041091414,2.5165626829421026e-07,6.017628535177328e-07
Copromorpha sp905193765,Faecalibacterium sp900539945,-0.27253246742056836,2.518384639210886e-07,6.020108621809507e-07
Bifidobacterium pseudocatenulatum,Caulobacter sp003931565,-0.2725000129243569,2.5269800786930806e-07,6.038773888988979e-07
Acetatifactor intestinalis,Prevotella sp900290275,0.2724537724474539,2.539275431972921e-07,6.066266533374113e-07
PeH17 sp000435055,Ventricola sp900542395,0.272446592249177,2.541189801623494e-07,6.068949865583382e-07
Prevotella sp900554835,Anaerostipes caccae,-0.27243998646676226,2.542952247564368e-07,6.071268811411849e-07
UMGS929 sp900546875,Ventricola intestinavium,0.2724264876940018,2.5465574239029313e-07,6.077984442675602e-07
CAG-103 sp000432375,Gemmiger sp900540595,0.2724124145053791,2.550321245596662e-07,6.085074424563607e-07
UBA3855 sp017460955,UMGS902 sp003343845,0.2723980541088254,2.5541673947163856e-07,6.092356369673319e-07
UBA1685 sp900546845,Alistipes shahii,-0.272392884366066,2.555553373521089e-07,6.093767462940713e-07
SFEL01 sp016292635,CAG-475 sp900763875,0.2723535368795088,2.5661259404780316e-07,6.117076472780293e-07
Alectryocaccomicrobium excrementavium,Avispirillum faecium,0.27231677426433126,2.5760419613113156e-07,6.138806425976732e-07
Parolsenella sp900552935,UMGS2070 sp905203455,0.2722978185408803,2.5811692984266434e-07,6.149114810009559e-07
Lachnospira sp003451515,CAG-269 sp000437215,-0.2721823609525883,2.6126120355128374e-07,6.222088458372858e-07
ER4 sp000765235,Scatomorpha intestinavium,-0.2721743191305182,2.614815744588815e-07,6.225403965468901e-07
CAG-170 sp000432135,UBA3855 sp017460955,-0.27216484126879276,2.617415268074822e-07,6.229659485386895e-07
Prevotella hominis,Holdemanella sp900547815,0.2721096973460264,2.632589134124707e-07,6.263831032217937e-07
Alistipes onderdonkii,Faecousia sp000434635,0.2720496708884318,2.6492026753817417e-07,6.30140580553592e-07
Succinivibrio sp002449335,CAG-488 sp016292785,0.2720192268477379,2.6576671708634795e-07,6.319579934189011e-07
Ruminiclostridium_E siraeum,UBA11524 sp000437595,0.2719994095004937,2.6631910466988484e-07,6.3307525625122e-07
Gemmiger formicilis,CAG-170 sp000432135,0.27198447468807785,2.667361261501328e-07,6.338701436485963e-07
Fimimonas sp003537755,CAG-115 sp000432175,0.27197643286600776,2.669609362033568e-07,6.342079100699752e-07
Prevotella sp900544825,Holdemanella biformis,0.27193765979531265,2.6804740129683276e-07,6.365918313770911e-07
S5-A14a sp000758905,Cetobacterium_A sp000799075,0.27189802510082434,2.6916240425670693e-07,6.39042031276137e-07
Ventricola sp900542395,Lachnospira eligens,0.27180726739460476,2.717324239962795e-07,6.449441288599814e-07
Ruminococcus_E sp905215855,Agathobacter sp900546625,0.27172799800562814,2.7399641596190667e-07,6.501164574215237e-07
CAG-488 sp000434055,UMGS902 sp003343845,0.27169697954907207,2.7488725404666557e-07,6.520284866394469e-07
Ruminococcus_C callidus,UMGS902 sp003343845,-0.2716788854494144,2.754081950567945e-07,6.530622146153541e-07
Succinivibrio sp002449335,Parolsenella sp900552935,0.27162977289320056,2.768269674544097e-07,6.561391777692812e-07
UBA4372 sp900543815,Prevotella sp002251385,0.27162804964561416,2.7687687634456567e-07,6.561391777692812e-07
Scatavimonas sp900540275,Ruminiclostridium_E sp910579265,0.2716223054869926,2.770433018068036e-07,6.563308116615166e-07
Ruminococcus_D bicirculans,Roseburia inulinivorans,0.271516038552495,2.801395787227718e-07,6.634611634400687e-07
Scatomorpha stercorigallinarum,RUG11247 sp902767315,0.27150512465111415,2.8045945225955597e-07,6.640137216923006e-07
CAG-1427 sp900539675,Carnobacterium maltaromaticum,0.2714663515804191,2.815986875535119e-07,6.665052552369609e-07
Leptotrichia wadei,Cetobacterium_A sp000799075,0.2713649671807497,2.8459864454285267e-07,6.733979649254234e-07
Barnesiella intestinihominis,Clostridium_A leptum,0.27132590690212355,2.857626155813718e-07,6.759177370670063e-07
Erysipelatoclostridium ramosum,UBA4248 sp004554395,0.2713233220307439,2.8583980433390277e-07,6.759177370670063e-07
CAG-83 sp000435555,Anaerostipes caccae,-0.2713175778721224,2.8601140667395545e-07,6.761151003377233e-07
Ruminiclostridium_E siraeum,Gemmiger sp900540595,0.2713092488421212,2.8626040601925413e-07,6.764952478662041e-07
Faecivivens stercoripullorum,Anaerovibrio sp900768695,0.27128167688073807,2.8708616757329496e-07,6.78237755298659e-07
Alistipes_A ihumii,UBA3818 sp904397845,0.2712630083652182,2.8764657676820084e-07,6.793524908832723e-07
Bulleidia intestinalis,Enorma burkinafasonensis,0.27124893517659554,2.880697342382093e-07,6.801424842540177e-07
Ruminiclostridium_E siraeum,CAG-488 sp000434055,-0.27124204218624975,2.8827721334590045e-07,6.804229241773546e-07
Gemmiger formicilis,CAG-103 sp900543625,0.27123888289900794,2.883723559465383e-07,6.804381244127638e-07
Fimisoma sp900754795,Alangreenwoodia gallinarii,0.2712302666610757,2.88631989239625e-07,6.808413251713294e-07
CAG-115 sp000432175,Alangreenwoodia gallinarii,0.27121590626452197,2.890652109127609e-07,6.816536221677803e-07
Gemmiger formicilis,Roseburia intestinalis,0.2712026946996925,2.8946432695987253e-07,6.823850190870259e-07
UBA1206 sp000433115,UBA5884 sp002431975,0.2711733994907229,2.9035121422371407e-07,6.842654882673151e-07
Scatomorpha stercorigallinarum,Scatavimonas sp900540275,0.2709904480386283,2.959493018683038e-07,6.972441936829726e-07
UBA11540 sp003445125,UBA1206 sp000433115,0.27092324138275686,2.980316869778377e-07,7.019346241347845e-07
Gemmiger formicilis,Lachnospira sp000436475,0.270920082095515,2.981299227289928e-07,7.019504718398109e-07
Limivicinus faecipullorum,Avimicrobium caecorum,-0.2708910740944765,2.9903336184162016e-07,7.037932462078826e-07
Prevotella sp000436035,Prevotella sp900543975,0.2708890636389589,2.990960738675137e-07,7.037932462078826e-07
Gallimonas faecium,Alectryocaccomicrobium excrementavium,0.27082472906239824,3.0110954789115905e-07,7.083138122885866e-07
Peptococcus niger,Tractidigestivibacter sp004557505,0.2708146767848106,3.0142532795143204e-07,7.088392675399862e-07
Copromorpha sp905193765,UMGS1322 sp905214315,0.27080749658653375,3.016510800317794e-07,7.091527535776218e-07
Faecalibacterium sp900539945,CAG-488 sp900539465,-0.2707945722296354,3.020578434497276e-07,7.098914574457293e-07
Faecousia sp000434635,Scatavimonas merdipullorum,-0.27077217001101156,3.027641494865354e-07,7.11333473418442e-07
CAG-170 sp000432135,Alangreenwoodia gallinarii,-0.27075522474307817,3.032994610435057e-07,7.123729839757294e-07
Galloscillospira_B excrementipullorum,Heteroscilispira lomanii,0.2707328225244543,3.040085578111939e-07,7.138199103059898e-07
SIG291 sp015057605,Faecalibacterium sp900539945,-0.2706986447806564,3.050934563270707e-07,7.161480732818113e-07
Eubacterium_G ventriosum,CAG-103 sp900543625,0.2706834227603095,3.0557784350444335e-07,7.170656584651529e-07
Prevotella sp900557035,Prevotella stercorea,0.2706650414527207,3.061637493010683e-07,7.182208320759923e-07
Ruminococcus_E bromii,UMGS929 sp900546875,-0.27064235202616577,3.06888466148029e-07,7.197008327182912e-07
Alistipes putredinis,Lachnospira sp003451515,0.2706288532534053,3.073204089142505e-07,7.204935381360683e-07
UBA5905 sp900763035,Acutalibacter sp910580045,0.2705961115492628,3.083705292134009e-07,7.227345950491899e-07
Copromorpha sp905193765,Parolsenella sp900552935,0.2705220119030455,3.1075986960608957e-07,7.281120830019282e-07
Acetatifactor intestinalis,Scatavimonas sp900540275,-0.2704866853275233,3.119052287901022e-07,7.30572522152328e-07
Scatomorpha stercorigallinarum,CAG-115 sp000432175,0.27044274251406886,3.1333560793357713e-07,7.33698854840803e-07
Fusobacterium_A mortiferum,UBA1206 sp000433115,0.2702956920533586,3.1816823645593857e-07,7.447874708127875e-07
Ruminiclostridium_E sp910579265,Avanaerovorax faecigallinarum,0.2702873630233575,3.1844409273243384e-07,7.452058070013728e-07
CAG-488 sp900539465,Acetatifactor sp003447295,-0.27022389007058994,3.205538725651259e-07,7.499142288646175e-07
Holdemanella sp900556915,Faecalibacterium prausnitzii,0.27008344539229445,3.2526997855710365e-07,7.607152455827873e-07
UBA1685 sp900546845,Fimisoma sp900754795,0.2700604687578085,3.260478501253895e-07,7.623020598329359e-07
Clostridium_A leptum,UBA1685 sp900546845,-0.2699926876860748,3.2835300275010547e-07,7.674576124607127e-07
Prevotella sp900557255,Faecousia sp000434635,0.2699886667750398,3.2849024014416715e-07,7.675445117715218e-07
Escherichia ruysiae,Erwinia mallotivora,-0.2699691366357267,3.2915760636782206e-07,7.688696706600375e-07
Gemmiger sp900540595,UMGS902 sp003343845,-0.26988785679123256,3.319490514387073e-07,7.75154086327648e-07
Caecibacter sp003467125,RUG11247 sp902767315,0.2698582743743319,3.3297065549783847e-07,7.773030731357026e-07
Peptococcus niger,UBA5905 sp900763035,0.26984535001743354,3.3341793527240654e-07,7.781104294112049e-07
Prevotella sp900770515,Holdemanella sp900547815,0.2698419035222606,3.3353730737381605e-07,7.781522764186565e-07
Scatavimonas sp900540275,Oribacterium sp900318695,0.26980858740225594,3.3469335741905223e-07,7.806119625301154e-07
Ruminococcus_D bicirculans,SIG291 sp015057605,-0.2697721119950095,3.359634489697413e-07,7.833082356369553e-07
ER4 sp000765235,Alangreenwoodia gallinarii,-0.2697695271236298,3.3605363101045756e-07,7.833082356369553e-07
Ruminococcus_E bromii_B,Limivicinus faecipullorum,-0.26975430510328285,3.3658517513934914e-07,7.843088938316972e-07
Prevotella sp003447235,CAG-1427 sp900539675,0.2697479865287992,3.3680605334205153e-07,7.845852521065525e-07
Prevotella sp900555035,Erysipelatoclostridium ramosum,-0.2697448272415574,3.3691654467802895e-07,7.846043759032058e-07
Prevotella sp900557035,CAG-127 sp900319515,0.2696968635170679,3.385982893657202e-07,7.882814803412563e-07
UMGS902 sp900761025,Avimicrobium caecorum,-0.2696603881098214,3.3988261864983237e-07,7.910314222278108e-07
Lachnospira rogosae_A,Prevotella sp900557405,0.26958083151291373,3.4270013471165943e-07,7.972714187108393e-07
Muribaculum sp910589555,UMGS2070 sp905203455,0.2695788210573962,3.4277162546061113e-07,7.972714187108393e-07
Prevotella sp002300055,Faecalibacterium prausnitzii,0.2695733641067058,3.42965744036741e-07,7.974811223115612e-07
Limisoma sp000437795,Prevotella sp900543975,0.26955239792773733,3.4371255128024793e-07,7.989754487487217e-07
Aphodomorpha sp900549955,Avichristensenella intestinipullorum,0.26952626200600954,3.446456913452684e-07,8.009018777066205e-07
Phascolarctobacterium_A succinatutens,Alloprevotella sp900540885,0.2695061574508343,3.4536514765046196e-07,8.023307230850073e-07
Copromorpha sp905193765,ER4 sp900552015,-0.2694791599053133,3.4633354552830737e-07,8.041413135372437e-07
ER4 sp000765235,RUG11247 sp902767315,-0.26947858548945114,3.463541780637535e-07,8.041413135372437e-07
UBA3855 sp017460955,Faecousia sp017548065,0.2694653739246217,3.4682905254229775e-07,8.050002003182954e-07
Ruminococcus_C sp000980705,W1P20-047 sp004555335,-0.26925082960010893,3.5462874395253507e-07,8.226546744503165e-07
CAG-103 sp900543625,UBA5905 sp900763035,-0.2692502551842468,3.546498511807061e-07,8.226546744503165e-07
CAG-103 sp900543625,Acutalibacter sp910580045,-0.26920947165803416,3.5615155410682964e-07,8.258883227187092e-07
Ruminiclostridium_E sp910579265,UMGS929 sp900546875,0.2691887926869968,3.569153137081369e-07,8.27409299321583e-07
CAG-488 sp900539465,QAMH01 sp900544245,0.26917184741906336,3.5754234535443463e-07,8.286124867715613e-07
Ruminococcus_C sp000980705,Parolsenella sp900552935,-0.269070463019394,3.6131607909915243e-07,8.371052983296884e-07
Acetatifactor intestinalis,UMGS902 sp003343845,-0.2690529433355984,3.619720639695016e-07,8.383718909148692e-07
Bifidobacterium pseudocatenulatum,Pseudoscardovia suis,-0.26904806080077015,3.6215508324408796e-07,8.385426029476001e-07
Fimenecus sp000432435,Prevotella sp900557255,0.2690081388983508,3.6365487459725596e-07,8.417611777415661e-07
CAG-170 sp000432135,Faecousia sp017548065,-0.26900182032386716,3.6389279804872377e-07,8.420578141272278e-07
Catenibacterium sp900540685,Prevotella sp002251385,0.2689980866207632,3.6403345948055203e-07,8.42075633220375e-07
Alistipes putredinis,CAG-170 sp000432135,0.2689957889573146,3.6412004632929006e-07,8.42075633220375e-07
Ruminococcus_D bicirculans,CAG-488 sp000434915,-0.2689762588180015,3.648568340049828e-07,8.435252482375597e-07
Ruminococcus_C callidus,Ruminococcus_E sp902771755,0.2689113498255786,3.673158763699433e-07,8.489545307724722e-07
RUG013 sp001486445,Tractidigestivibacter sp004557505,0.26888923481488586,3.681573230661139e-07,8.506430196506505e-07
UBA1096 sp002684915,Prevotella sp002440225,0.26885390823936367,3.6950529597596244e-07,8.535004894404119e-07
Leptotrichia_A sp001274535,JAHALF01 sp018371275,0.2688297827731534,3.7042858676660703e-07,8.553755837106089e-07
Prevotella sp000436035,Erysipelatoclostridium ramosum,-0.2688260490700494,3.7057167494654614e-07,8.554484858606546e-07
Prevotella sp900551985,Erysipelatoclostridium ramosum,-0.2688116886734957,3.711225092161519e-07,8.564623249690437e-07
Ruminiclostridium_E sp910579265,Alangreenwoodia gallinarii,0.26870714498658455,3.751563613617272e-07,8.655111121821984e-07
Alistipes onderdonkii,CAG-170 sp000432135,0.2686232802707107,3.7842272903100535e-07,8.727843518932176e-07
Fimimonas sp003537755,W1P20-047 sp004555335,0.2685819223286359,3.800435839967342e-07,8.762591923170869e-07
Ruminococcus_C sp000980705,UMGS929 sp900546875,-0.2685583712782878,3.8096954939586626e-07,8.781302323965415e-07
CAG-41 sp900066215,SFEL01 sp016292635,-0.2685161517124198,3.826349406030768e-07,8.817040040150802e-07
Ruminococcus_E sp905215855,Faecalibacterium prausnitzii,0.2684701984434479,3.84455560975889e-07,8.856332156895029e-07
Prevotella sp002300055,Catenibacterium sp900540685,0.268447509016893,3.8535755875944475e-07,8.874445611659263e-07
Erysipelatoclostridium ramosum,Alistipes_A ihumii,-0.26839782204481705,3.873399267427846e-07,8.917420702412666e-07
Prevotella sp900770515,Holdemanella sp900556915,0.26834842228067224,3.8932054689928473e-07,8.960329778771117e-07
Ruminococcus_E bromii,CAG-115 sp000432175,-0.26829241673411264,3.915777865821678e-07,9.009577687078011e-07
UMGS902 sp003343845,Avispirillum faecium,0.26827834354549,3.9214696405409806e-07,9.019135479555362e-07
UMGS693 sp900544555,W1P20-047 sp004555335,0.2682763330899725,3.92228339979099e-07,9.019135479555362e-07
Eubacterium_G ventriosum,Alistipes shahii,0.2682536436634176,3.9314785088507926e-07,9.037570165236568e-07
Ruminiclostridium_E siraeum,Ventricola sp900542395,0.2681393349068498,3.978119112947911e-07,9.142046649317982e-07
Caccoplasma merdipullorum,Paramuribaculum sp910588065,0.2681241128865029,3.98437001073123e-07,9.153669467600859e-07
Acidaminococcus sp905213155,NM07-P-09 sp004793665,0.2680991257964994,3.994651381571331e-07,9.174542140129844e-07
Parolsenella sp900552935,UBA5905 sp900763035,0.2680379505071805,4.0199307141222974e-07,9.229837925181725e-07
Lactobacillus porci,Thermophilibacter provencensis,0.26801411224890126,4.029822898404705e-07,9.249782002891231e-07
SIG291 sp015057605,UBA1206 sp000433115,0.2680075064664866,4.032568241478858e-07,9.253314681538833e-07
Ruminococcus_D bicirculans,Oribacterium sp900318695,-0.2678739547785368,4.0884588225787897e-07,9.37875826196229e-07
Prevotella copri,Holdemanella sp003436425,0.26786476412474247,4.0923323010961685e-07,9.384837393634891e-07
Scatavimonas merdipullorum,Avichristensenella intestinipullorum,0.26783058638094454,4.106767754068687e-07,9.412314144446041e-07
Lachnospira sp003537285,Eubacterium_R sp910577195,-0.26783058638094454,4.106767754068687e-07,9.412314144446041e-07
Sutterella parvirubra,Sutterella sp900757865,0.26774069029851816,4.144970549798428e-07,9.497033777629554e-07
SFEL01 sp016292635,Faecousia sp017548065,0.267720872951274,4.153438057481983e-07,9.513593114047264e-07
Scatavimonas merdipullorum,Scatomorpha intestinavium,0.26770105560402985,4.161922180263689e-07,9.529309062075394e-07
Copromorpha sp905193765,Faecivivens stercoravium,0.26769904514851234,4.162783817887452e-07,9.529309062075394e-07
Excrementavichristensenella intestinipullorum,Faecivicinus avistercoris,0.26767176039506024,4.1744944280542887e-07,9.553265739142138e-07
Prevotella sp900767615,Anaerostipes caccae,-0.26766285694919695,4.1783226284718613e-07,9.55917473397186e-07
Prevotella sp002265625,Prevotella sp900543975,0.2676573999985065,4.1806706114685367e-07,9.561694770594854e-07
Gemmiger formicilis,Ruminococcus_E sp905215855,0.2676347105719516,4.190446875495876e-07,9.581197610112926e-07
Ruminococcus_E sp905215855,Eubacterium_G ventriosum,0.26758875730297965,4.210314224942471e-07,9.623754594616714e-07
Acutalibacter sp910580045,CAG-115 sp000432175,0.2675356238357309,4.2333986430484823e-07,9.673637471201937e-07
Faecousia sp000434635,CAG-488 sp900539465,-0.267451759119857,4.2700821639458325e-07,9.754556366774413e-07
Muribaculum sp910589555,Avispirillum faecium,0.2674204534553699,4.283853774844935e-07,9.7831028004869e-07
Ruminococcus_D sp900539095,Ruminococcus_E sp902771755,0.26740724189054044,4.2896784397208155e-07,9.793489080684039e-07
Pseudoscardovia suis,UMGS2070 sp905203455,0.26739259428605566,4.2961451126214944e-07,9.80533447156188e-07
CAG-488 sp016292785,UMGS929 sp900546875,0.267324813214322,4.3261914407040113e-07,9.870973986210729e-07
UBA10281 sp900554485,UBA3855 sp017460955,0.26726794604396925,4.351555411417249e-07,9.92589401159135e-07
UBA5905 sp900763035,UBA1685 sp900546845,0.2672521496077601,4.3586262685267703e-07,9.9390672133974e-07
Lactobacillus porci,Desulfovibrio piger,0.26724525661741433,4.361715190681671e-07,9.943155193972987e-07
Lachnospira eligens_A,Scatavimonas sp900540275,-0.26722946018120525,4.368801903049267e-07,9.956351574061476e-07
UBA5905 sp900763035,W1P20-047 sp004555335,0.2671947080215452,4.384431619548513e-07,9.989003550209874e-07
Butyricicoccus avistercoris,CAIFEB01 sp903789375,0.2671881022391305,4.387408625774805e-07,9.992818161614767e-07
Prevotella hominis,UBA4372 sp900543815,0.26714789312878,4.4055714523866476e-07,1.0031207661400407e-06
Lactobacillus porci,Enterococcus_C saigonensis,0.26710107823601487,4.426809164614507e-07,1.0075962115992945e-06
Prevotella sp900556795,Holdemanella sp900547815,0.26709878057256625,4.4278540337651177e-07,1.0075962115992945e-06
Gemmiger qucibialis,Faecivivens stercoravium,-0.2670809736808396,4.4359598049296444e-07,1.0091413897869306e-06
Actinomyces sp900323545,Streptococcus macacae,0.2670197983915207,4.463915776718283e-07,1.0152000570176682e-06
Prevotella sp900290275,CAG-1427 sp900539675,0.26697269629082443,4.4855557822412215e-07,1.0196071758907428e-06
Spyradocola merdavium,Alectryocaccomicrobium excrementavium,0.2669718346670312,4.485952572847422e-07,1.0196071758907428e-06
Alectryocaccomicrobium faecavium,Faecivivens stercoravium,0.26696034634978827,4.4912463365967584e-07,1.0205080168256438e-06
CCUG-7971 sp017590215,Romboutsia_D sp000686145,0.2669405290025441,4.5003921835306816e-07,1.0220409722875585e-06
Alangreenwoodia gallinarii,CAG-488 sp003486665,0.26693995458668196,4.500657547109076e-07,1.0220409722875585e-06
Ruminococcus_D bicirculans,Eubacterium_R sp910577195,-0.26683454927597755,4.5496069904754845e-07,1.032850998044908e-06
Scatomorpha intestinavium,Egerieicola pullicola,0.26681415751287124,4.559135616210822e-07,1.0347079678092667e-06
Faecousia sp000434635,UMGS929 sp900546875,-0.26676734262010604,4.5810837565290236e-07,1.03938164733316e-06
CAG-103 sp900543625,Avispirillum faecium,-0.2667437915697579,4.5921634813983454e-07,1.0413408666719827e-06
Prevotella sp900557255,CAG-103 sp900543625,0.26674321715389576,4.5924340398270336e-07,1.0413408666719827e-06
Barnesiella intestinihominis,Acetatifactor sp003447295,0.26673115442079065,4.598119304449475e-07,1.0423219026132366e-06
Alectryocaccomicrobium faecavium,Excrementavichristensenella intestinipullorum,0.26670501849906286,4.6104605747537586e-07,1.044810725817905e-06
Ruminococcus_E bromii,Negativibacillus massiliensis,0.266655618734918,4.633873871205015e-07,1.0498064520382065e-06
Alloprevotella sp900540885,Prevotella sp002297965,0.26661253754525677,4.6543856180549735e-07,1.0541420748774638e-06
Campylobacter_B sp900539505,Finegoldia sp900766215,0.266597889940772,4.6613794535073895e-07,1.0554144565482641e-06
Agathobacter rectalis,Ruminococcus_E sp905215855,0.26659013532663295,4.6650861569667456e-07,1.0559420451487725e-06
Prevotella sp900557255,Lachnospira rogosae_A,0.2665413099783503,4.688489761066089e-07,1.0609263999155742e-06
Faecousia sp000434635,Anaerovibrio sp900768695,-0.26650713223455236,4.7049393268350646e-07,1.0643346970260036e-06
Ruminiclostridium_E sp910579265,PeH17 sp900542285,0.26649104859041217,4.712699462835723e-07,1.0657758720345765e-06
Agathobacter rectalis,Alistipes shahii,0.26645974292592506,4.727839272952585e-07,1.068884617236053e-06
Ventricola sp900542395,Acetatifactor sp003447295,0.2664023013397101,4.7557402992777967e-07,1.0744007675098335e-06
Eubacterium_R sp002361935,UMGS2070 sp905203455,0.2664011525079858,4.7562999293733603e-07,1.0744007675098335e-06
Copromorpha sp905193765,Succinivibrio sp002449335,0.26640086530005475,4.756439846777988e-07,1.0744007675098335e-06
CAG-103 sp000432375,W1P20-047 sp004555335,-0.2663686980117744,4.772135632653734e-07,1.0776288618806829e-06
Butyrivibrio_A sp900771195,CAG-488 sp900539465,0.26635232715970314,4.780142752069794e-07,1.0791193364075158e-06
Ruminococcus_E bromii_B,CAG-103 sp900757655,0.2662960344052125,4.807774575136617e-07,1.085037916030391e-06
Thermophilibacter provencensis,UMGS2070 sp905203455,0.26627736588969264,4.816972009360995e-07,1.0867938907002408e-06
Scatomorpha intestinavium,Aphodomorpha sp900549955,0.2662658775724496,4.822640364208661e-07,1.0877528442765258e-06
UBA11540 sp003445125,Faecalibacterium prausnitzii,-0.266255825294862,4.827605428390937e-07,1.088552652592207e-06
Faecivivens stercoravium,Aphodovivens excrementavium,0.2661889058469216,4.860783892630123e-07,1.095711820169429e-06
CAG-103 sp900543625,Clostridium_A leptum,0.2661665036282978,4.87193968294719e-07,1.0979039162129228e-06
Megamonas funiformis,Prevotella sp003447235,0.2661624827172627,4.873944604896212e-07,1.0980331590061334e-06
Lachnospira sp000436475,ER4 sp900552015,0.266109636457945,4.900368750590997e-07,1.1036620283553594e-06
Alectryocaccomicrobium faecavium,Alangreenwoodia gallinarii,0.26608493657587257,4.912766286885518e-07,1.1061294448693516e-06
Faecalibacterium sp900539945,UBA1206 sp000433115,-0.26607488429828496,4.917820413520858e-07,1.1069424997687356e-06
Anaerostipes hadrus,Faecimonas sp900554315,-0.2660062416027581,4.952466565836363e-07,1.1144139344831546e-06
Holdemanella sp003458715,Prevotella sp002439605,0.2659732126906845,4.96922070783556e-07,1.117856071841835e-06
Eubacterium_R sp002361935,Fimimonas sp003537755,0.2659123246092967,5.000249346824065e-07,1.124473883433185e-06
CAG-127 sp900319515,Fimivicinus sp900544715,-0.26590973973791704,5.001570708218e-07,1.124473883433185e-06
SFEL01 sp016292635,UBA11540 sp003445125,0.26590255953964015,5.005242915908443e-07,1.1248053512443206e-06
CAG-488 sp000434055,Acutalibacter sp910580045,0.2659011234999848,5.005977668032994e-07,1.1248053512443206e-06
Fusobacterium_A mortiferum,Slackia_A piriformis,0.2658927944699836,5.010241273026331e-07,1.1254336985471446e-06
Alectryocaccomicrobium faecavium,Avanaerovorax faecigallinarum,0.26588676310343107,5.013330887457518e-07,1.1257980455997255e-06
Gemmiger qucibialis,UBA5905 sp900763035,-0.2658769980337745,5.018336999215905e-07,1.1265924237923679e-06
Prevotella sp900557405,Prevotella sp002440225,0.26584396912170094,5.035305032835083e-07,1.1300709451983007e-06
Agathobacter sp900317585,Holdemanella biformis,0.26583104476480257,5.041959681750351e-07,1.131233481097015e-06
Holdemanella porci,Prevotella sp900290275,0.26582673664583645,5.044179773948252e-07,1.1314006738583932e-06
RUG11247 sp902767315,Acetatifactor sp003447295,-0.2657853787037617,5.065540469261874e-07,1.1358597176178848e-06
Veillonella atypica,Fusobacterium sp000235465,-0.26576872064375934,5.074168595090388e-07,1.1374619314125766e-06
Barnesiella intestinihominis,Ruminococcus_E bromii_B,0.265621382975118,5.151099688101268e-07,1.1543700177453935e-06
CAG-127 sp900319515,Faecivivens stercoravium,-0.26554498566545215,5.191429505217351e-07,1.163068216545628e-06
Fusobacterium_B sp900541465,Caccenecus sp017888105,0.265478927841305,5.226545379984763e-07,1.170593565251478e-06
Acidaminococcus intestini,Prevotella sp000436035,0.26543843152302343,5.24818556929889e-07,1.175097241742317e-06
